Time (s),Template length,# TC bonds,# Active template sites (s),# total,# Polymers,# other way of counting Polymers,# Monomers,<pollength/siteidx> avg over polymers,<attached by/polymer length> avg over polymers,<spacing> avg over polymers 
0,30,0,30,0,0,0,0,-nan,-nan,29
999.948,30,30,30,30,2,2,28,0.0900383,0.5,0
1999.97,30,30,30,30,0,0,30,-nan,-nan,0
2999.99,30,30,30,30,2,2,28,0.0801282,0.5,0
4000,30,30,30,30,2,2,28,0.255556,0.5,0
4999.94,30,30,30,30,0,0,30,-nan,-nan,0
6000,30,29,30,29,1,1,28,0.222222,0.5,0.0357143
6999.99,30,30,30,30,0,0,30,-nan,-nan,0
7999.96,30,30,30,30,0,0,30,-nan,-nan,0
8999.93,30,30,30,30,1,1,29,0.25,0.5,0
9999.99,30,30,30,30,3,3,27,0.162578,0.5,0
11000,30,30,30,30,2,2,28,0.210145,0.5,0
11999.9,30,30,30,30,1,1,29,0.5,0.5,0
13000,30,30,30,30,0,0,30,-nan,-nan,0
14000,30,29,30,29,1,1,28,0.1,0.5,0.0357143
15000,30,30,30,30,0,0,30,-nan,-nan,0
16000,30,30,30,30,1,1,29,0.25,0.5,0
17000,30,30,30,30,1,1,29,0.0714286,0.5,0
17999.9,30,30,30,30,2,2,28,0.165,0.5,0
19000,30,28,30,28,1,1,27,0.125,0.333333,0.0740741
19999.9,30,30,30,30,1,1,29,0.0952381,0.5,0
21000,30,30,30,30,1,1,29,0.333333,0.5,0
22000,30,29,30,29,3,3,26,0.107398,0.5,0.0357143
23000,30,30,30,30,3,3,27,0.154527,0.5,0
24000,30,30,30,30,1,1,29,0.111111,0.5,0
25000,30,29,30,29,4,4,25,0.253333,0.5,0.0357143
26000,30,30,30,30,2,2,28,0.124242,0.5,0
27000,30,30,30,30,1,1,29,0.111111,0.5,0
28000,30,29,30,29,1,1,28,0.2,0.5,0.0357143
29000,30,30,30,30,1,1,29,0.166667,0.5,0
30000,30,30,30,30,2,2,28,0.369048,0.5,0
31000,30,30,30,30,3,3,27,0.152914,0.5,0
32000,30,30,30,30,0,0,30,-nan,-nan,0
33000,30,28,30,28,0,0,28,-nan,-nan,0.0740741
34000,30,30,30,30,1,1,29,0.285714,0.5,0
34999.9,30,29,30,29,1,1,28,0.333333,0.5,0.0357143
36000,30,30,30,30,0,0,30,-nan,-nan,0
37000,30,30,30,30,1,1,29,0.333333,0.5,0
38000,30,29,30,29,1,1,28,0.166667,0.5,0.0357143
38999.9,30,30,30,30,0,0,30,-nan,-nan,0
40000,30,30,30,30,0,0,30,-nan,-nan,0
41000,30,30,30,30,2,2,28,0.305556,0.5,0
42000,30,30,30,30,0,0,30,-nan,-nan,0
43000,30,30,30,30,1,1,29,0.0909091,0.5,0
44000,30,29,30,29,1,1,28,0.5,0.5,0.0357143
45000,30,30,30,30,0,0,30,-nan,-nan,0
46000,30,30,30,30,1,1,29,0.2,0.5,0
46999.9,30,29,30,29,0,0,29,-nan,-nan,0.0357143
48000,30,30,30,30,1,1,29,0.285714,0.5,0
49000,30,30,30,30,1,1,29,0.08,0.5,0
50000,30,30,30,30,3,3,27,0.141414,0.5,0
50999.9,30,30,30,30,1,1,29,0.105263,0.5,0
52000,30,30,30,30,2,2,28,0.54,0.5,0
52999.9,30,30,30,30,2,2,28,0.611111,0.5,0
54000,30,30,30,30,1,1,29,0.285714,0.5,0
55000,30,30,30,30,3,3,27,0.109668,0.5,0
56000,30,30,30,30,1,1,29,0.5,0.5,0
57000,30,30,30,30,0,0,30,-nan,-nan,0
58000,30,30,30,30,1,1,29,0.111111,0.5,0
59000,30,30,30,30,0,0,30,-nan,-nan,0
60000,30,30,30,30,0,0,30,-nan,-nan,0
61000,30,30,30,30,1,1,29,0.117647,0.5,0
62000,30,30,30,30,0,0,30,-nan,-nan,0
62999.9,30,29,30,29,2,2,27,0.404762,0.416667,0.0357143
64000,30,30,30,30,0,0,30,-nan,-nan,0
64999.9,30,30,30,30,0,0,30,-nan,-nan,0
65999.9,30,30,30,30,1,1,29,0.0689655,0.5,0
67000,30,29,30,29,0,0,29,-nan,-nan,0.0357143
68000,30,29,30,29,2,2,27,0.0940171,0.5,0.0357143
68999.9,30,30,30,30,2,2,28,0.371795,0.5,0
70000,30,30,30,30,0,0,30,-nan,-nan,0
70999.9,30,30,30,30,0,0,30,-nan,-nan,0
71999.9,30,29,30,29,1,1,28,0.5,0.5,0.0357143
73000,30,30,30,30,0,0,30,-nan,-nan,0
74000,30,30,30,30,4,4,26,0.298788,0.458333,0
75000,30,30,30,30,1,1,29,0.285714,0.5,0
75999.9,30,30,30,30,3,3,27,0.11453,0.5,0
77000,30,30,30,30,0,0,30,-nan,-nan,0
78000,30,30,30,30,3,3,27,0.340643,0.5,0
79000,30,30,30,30,2,2,28,0.245455,0.5,0
80000,30,30,30,30,2,2,28,0.156566,0.5,0
80999.9,30,30,30,30,0,0,30,-nan,-nan,0
82000,30,30,30,30,0,0,30,-nan,-nan,0
82999.9,30,30,30,30,0,0,30,-nan,-nan,0
83999.9,30,30,30,30,2,2,28,0.135965,0.5,0
85000,30,30,30,30,0,0,30,-nan,-nan,0
86000,30,30,30,30,1,1,29,0.0689655,0.5,0
87000,30,30,30,30,2,2,28,0.583333,0.5,0
87999.9,30,30,30,30,0,0,30,-nan,-nan,0
88999.9,30,30,30,30,0,0,30,-nan,-nan,0
89999.9,30,29,30,29,3,3,26,0.368421,0.5,0
91000,30,30,30,30,0,0,30,-nan,-nan,0
91999.9,30,30,30,30,1,1,29,0.0769231,0.5,0
93000,30,30,30,30,3,3,27,0.185415,0.5,0
94000,30,30,30,30,2,2,28,0.0799373,0.5,0
95000,30,30,30,30,1,1,29,0.4,0.5,0
95999.9,30,30,30,30,1,1,29,0.117647,0.5,0
96999.9,30,30,30,30,0,0,30,-nan,-nan,0
98000,30,30,30,30,0,0,30,-nan,-nan,0
99000,30,30,30,30,1,1,29,0.1,0.5,0
100000,30,30,30,30,1,1,29,0.666667,0.5,0
101000,30,29,30,29,2,2,27,0.183824,0.5,0.0357143
102000,30,29,30,29,2,2,27,0.0955556,0.5,0.0357143
103000,30,30,30,30,2,2,28,0.14359,0.5,0
104000,30,30,30,30,3,3,27,0.210933,0.5,0
105000,30,29,30,29,1,1,28,0.0769231,0.5,0.0357143
106000,30,29,30,29,2,2,27,0.266667,0.5,0.0357143
107000,30,29,30,29,2,2,27,0.097619,0.5,0.0357143
108000,30,29,30,29,1,1,28,0.1,0.5,0.0357143
109000,30,30,30,30,2,2,28,0.241667,0.5,0
110000,30,30,30,30,0,0,30,-nan,-nan,0
111000,30,30,30,30,0,0,30,-nan,-nan,0
112000,30,30,30,30,0,0,30,-nan,-nan,0
113000,30,29,30,29,0,0,29,-nan,-nan,0.0357143
114000,30,30,30,30,1,1,29,1,0.5,0
115000,30,30,30,30,0,0,30,-nan,-nan,0
116000,30,30,30,30,1,1,29,0.0952381,0.5,0
117000,30,29,30,29,1,1,28,0.08,0.5,0.0357143
118000,30,30,30,30,0,0,30,-nan,-nan,0
119000,30,30,30,30,0,0,30,-nan,-nan,0
120000,30,30,30,30,1,1,29,0.4,0.5,0
121000,30,30,30,30,1,1,29,0.0666667,0.5,0
122000,30,30,30,30,0,0,30,-nan,-nan,0
123000,30,30,30,30,4,4,26,0.14881,0.5,0
124000,30,28,30,28,0,0,28,-nan,-nan,0.0740741
125000,30,30,30,30,0,0,30,-nan,-nan,0
126000,30,30,30,30,1,1,29,0.142857,0.5,0
127000,30,30,30,30,1,1,29,0.0666667,0.5,0
128000,30,30,30,30,1,1,29,0.1,0.5,0
129000,30,30,30,30,1,1,29,0.0869565,0.5,0
130000,30,29,30,29,1,1,28,0.142857,0.5,0.0357143
131000,30,30,30,30,2,2,28,0.258824,0.5,0
132000,30,29,30,29,0,0,29,-nan,-nan,0.0357143
133000,30,30,30,30,0,0,30,-nan,-nan,0
134000,30,30,30,30,1,1,29,0.153846,0.5,0
135000,30,30,30,30,2,2,28,0.325,0.5,0
136000,30,30,30,30,0,0,30,-nan,-nan,0
137000,30,30,30,30,1,1,29,0.125,0.5,0
138000,30,30,30,30,1,1,29,0.0833333,0.5,0
139000,30,30,30,30,0,0,30,-nan,-nan,0
140000,30,30,30,30,3,3,27,0.0802469,0.5,0
141000,30,30,30,30,0,0,30,-nan,-nan,0
142000,30,30,30,30,0,0,30,-nan,-nan,0
143000,30,29,30,29,4,4,25,0.20506,0.5,0.0357143
144000,30,30,30,30,1,1,29,0.2,0.5,0
145000,30,30,30,30,0,0,30,-nan,-nan,0
146000,30,30,30,30,1,1,29,0.125,0.5,0
147000,30,30,30,30,0,0,30,-nan,-nan,0
148000,30,30,30,30,0,0,30,-nan,-nan,0
149000,30,29,30,29,0,0,29,-nan,-nan,0
150000,30,30,30,30,2,2,28,0.340909,0.5,0
151000,30,30,30,30,0,0,30,-nan,-nan,0
152000,30,30,30,30,1,1,29,0.0909091,0.5,0
153000,30,30,30,30,2,2,28,0.172619,0.5,0
154000,30,30,30,30,1,1,29,0.105263,0.5,0
155000,30,30,30,30,1,1,29,0.0909091,0.5,0
156000,30,30,30,30,0,0,30,-nan,-nan,0
157000,30,30,30,30,0,0,30,-nan,-nan,0
158000,30,30,30,30,0,0,30,-nan,-nan,0
159000,30,29,30,29,0,0,29,-nan,-nan,0.0357143
160000,30,29,30,29,1,1,28,0.285714,0.5,0
161000,30,30,30,30,1,1,29,0.153846,0.5,0
162000,30,30,30,30,1,1,29,0.2,0.5,0
163000,30,29,30,29,2,2,27,0.166667,0.5,0.0357143
164000,30,30,30,30,2,2,28,0.0988235,0.5,0
165000,30,30,30,30,1,1,29,0.166667,0.5,0
166000,30,29,30,29,2,2,27,0.0900383,0.5,0.0357143
167000,30,30,30,30,2,2,28,0.116923,0.5,0
168000,30,30,30,30,0,0,30,-nan,-nan,0
169000,30,30,30,30,2,2,28,0.108466,0.5,0
170000,30,30,30,30,1,1,29,0.1,0.5,0
171000,30,29,30,29,0,0,29,-nan,-nan,0.0357143
172000,30,30,30,30,2,2,28,0.238095,0.5,0
173000,30,30,30,30,1,1,29,0.222222,0.5,0
174000,30,30,30,30,0,0,30,-nan,-nan,0
175000,30,30,30,30,0,0,30,-nan,-nan,0
176000,30,30,30,30,1,1,29,0.25,0.5,0
177000,30,29,30,29,2,2,27,0.126923,0.5,0.0357143
178000,30,30,30,30,1,1,29,0.166667,0.333333,0
179000,30,30,30,30,0,0,30,-nan,-nan,0
180000,30,30,30,30,0,0,30,-nan,-nan,0
181000,30,30,30,30,0,0,30,-nan,-nan,0
182000,30,30,30,30,1,1,29,0.4,0.5,0
183000,30,30,30,30,1,1,29,0.153846,0.5,0
184000,30,30,30,30,1,1,29,0.157895,0.333333,0
185000,30,30,30,30,3,3,27,0.197481,0.5,0
186000,30,29,30,29,3,3,26,0.0911172,0.5,0.0357143
187000,30,30,30,30,0,0,30,-nan,-nan,0
188000,30,29,30,29,0,0,29,-nan,-nan,0.0357143
189000,30,30,30,30,0,0,30,-nan,-nan,0
190000,30,29,30,29,3,3,26,0.182073,0.5,0.0357143
191000,30,29,30,29,1,1,28,0.0769231,0.5,0.0357143
192000,30,30,30,30,0,0,30,-nan,-nan,0
193000,30,30,30,30,2,2,28,0.216667,0.5,0
194000,30,30,30,30,1,1,29,0.111111,0.5,0
195000,30,30,30,30,0,0,30,-nan,-nan,0
196000,30,30,30,30,0,0,30,-nan,-nan,0
197000,30,29,30,29,0,0,29,-nan,-nan,0.0357143
198000,30,30,30,30,1,1,29,0.0909091,0.5,0
199000,30,29,30,29,0,0,29,-nan,-nan,0.0357143
200000,30,30,30,30,0,0,30,-nan,-nan,0
Time (s),Template length,# TC bonds,# Active template sites (s),# total,# Polymers,# other way of counting Polymers,# Monomers,<pollength/siteidx> avg over polymers,<attached by/polymer length> avg over polymers,<spacing> avg over polymers 
0,30,0,30,0,0,0,0,-nan,-nan,29
999.948,30,30,30,30,2,2,28,0.0900383,0.5,0
1999.97,30,30,30,30,0,0,30,-nan,-nan,0
2999.99,30,30,30,30,2,2,28,0.0801282,0.5,0
4000,30,30,30,30,2,2,28,0.255556,0.5,0
4999.94,30,30,30,30,0,0,30,-nan,-nan,0
6000,30,29,30,29,1,1,28,0.222222,0.5,0.0357143
6999.99,30,30,30,30,0,0,30,-nan,-nan,0
7999.96,30,30,30,30,0,0,30,-nan,-nan,0
8999.93,30,30,30,30,1,1,29,0.25,0.5,0
9999.99,30,30,30,30,3,3,27,0.162578,0.5,0
11000,30,30,30,30,2,2,28,0.210145,0.5,0
11999.9,30,30,30,30,1,1,29,0.5,0.5,0
13000,30,30,30,30,0,0,30,-nan,-nan,0
14000,30,29,30,29,1,1,28,0.1,0.5,0.0357143
15000,30,30,30,30,0,0,30,-nan,-nan,0
16000,30,30,30,30,1,1,29,0.25,0.5,0
17000,30,30,30,30,1,1,29,0.0714286,0.5,0
17999.9,30,30,30,30,2,2,28,0.165,0.5,0
19000,30,28,30,28,1,1,27,0.125,0.333333,0.0740741
19999.9,30,30,30,30,1,1,29,0.0952381,0.5,0
21000,30,30,30,30,1,1,29,0.333333,0.5,0
22000,30,29,30,29,3,3,26,0.107398,0.5,0.0357143
23000,30,30,30,30,3,3,27,0.154527,0.5,0
24000,30,30,30,30,1,1,29,0.111111,0.5,0
25000,30,29,30,29,4,4,25,0.253333,0.5,0.0357143
26000,30,30,30,30,2,2,28,0.124242,0.5,0
27000,30,30,30,30,1,1,29,0.111111,0.5,0
28000,30,29,30,29,1,1,28,0.2,0.5,0.0357143
29000,30,30,30,30,1,1,29,0.166667,0.5,0
30000,30,30,30,30,2,2,28,0.369048,0.5,0
31000,30,30,30,30,3,3,27,0.152914,0.5,0
32000,30,30,30,30,0,0,30,-nan,-nan,0
33000,30,28,30,28,0,0,28,-nan,-nan,0.0740741
34000,30,30,30,30,1,1,29,0.285714,0.5,0
34999.9,30,29,30,29,1,1,28,0.333333,0.5,0.0357143
36000,30,30,30,30,0,0,30,-nan,-nan,0
37000,30,30,30,30,1,1,29,0.333333,0.5,0
38000,30,29,30,29,1,1,28,0.166667,0.5,0.0357143
38999.9,30,30,30,30,0,0,30,-nan,-nan,0
40000,30,30,30,30,0,0,30,-nan,-nan,0
41000,30,30,30,30,2,2,28,0.305556,0.5,0
42000,30,30,30,30,0,0,30,-nan,-nan,0
43000,30,30,30,30,1,1,29,0.0909091,0.5,0
44000,30,29,30,29,1,1,28,0.5,0.5,0.0357143
45000,30,30,30,30,0,0,30,-nan,-nan,0
46000,30,30,30,30,1,1,29,0.2,0.5,0
46999.9,30,29,30,29,0,0,29,-nan,-nan,0.0357143
48000,30,30,30,30,1,1,29,0.285714,0.5,0
49000,30,30,30,30,1,1,29,0.08,0.5,0
50000,30,30,30,30,3,3,27,0.141414,0.5,0
50999.9,30,30,30,30,1,1,29,0.105263,0.5,0
52000,30,30,30,30,2,2,28,0.54,0.5,0
52999.9,30,30,30,30,2,2,28,0.611111,0.5,0
54000,30,30,30,30,1,1,29,0.285714,0.5,0
55000,30,30,30,30,3,3,27,0.109668,0.5,0
56000,30,30,30,30,1,1,29,0.5,0.5,0
57000,30,30,30,30,0,0,30,-nan,-nan,0
58000,30,30,30,30,1,1,29,0.111111,0.5,0
59000,30,30,30,30,0,0,30,-nan,-nan,0
60000,30,30,30,30,0,0,30,-nan,-nan,0
61000,30,30,30,30,1,1,29,0.117647,0.5,0
62000,30,30,30,30,0,0,30,-nan,-nan,0
62999.9,30,29,30,29,2,2,27,0.404762,0.416667,0.0357143
64000,30,30,30,30,0,0,30,-nan,-nan,0
64999.9,30,30,30,30,0,0,30,-nan,-nan,0
65999.9,30,30,30,30,1,1,29,0.0689655,0.5,0
67000,30,29,30,29,0,0,29,-nan,-nan,0.0357143
68000,30,29,30,29,2,2,27,0.0940171,0.5,0.0357143
68999.9,30,30,30,30,2,2,28,0.371795,0.5,0
70000,30,30,30,30,0,0,30,-nan,-nan,0
70999.9,30,30,30,30,0,0,30,-nan,-nan,0
71999.9,30,29,30,29,1,1,28,0.5,0.5,0.0357143
73000,30,30,30,30,0,0,30,-nan,-nan,0
74000,30,30,30,30,4,4,26,0.298788,0.458333,0
75000,30,30,30,30,1,1,29,0.285714,0.5,0
75999.9,30,30,30,30,3,3,27,0.11453,0.5,0
77000,30,30,30,30,0,0,30,-nan,-nan,0
78000,30,30,30,30,3,3,27,0.340643,0.5,0
79000,30,30,30,30,2,2,28,0.245455,0.5,0
80000,30,30,30,30,2,2,28,0.156566,0.5,0
80999.9,30,30,30,30,0,0,30,-nan,-nan,0
82000,30,30,30,30,0,0,30,-nan,-nan,0
82999.9,30,30,30,30,0,0,30,-nan,-nan,0
83999.9,30,30,30,30,2,2,28,0.135965,0.5,0
85000,30,30,30,30,0,0,30,-nan,-nan,0
86000,30,30,30,30,1,1,29,0.0689655,0.5,0
87000,30,30,30,30,2,2,28,0.583333,0.5,0
87999.9,30,30,30,30,0,0,30,-nan,-nan,0
88999.9,30,30,30,30,0,0,30,-nan,-nan,0
89999.9,30,29,30,29,3,3,26,0.368421,0.5,0
91000,30,30,30,30,0,0,30,-nan,-nan,0
91999.9,30,30,30,30,1,1,29,0.0769231,0.5,0
93000,30,30,30,30,3,3,27,0.185415,0.5,0
94000,30,30,30,30,2,2,28,0.0799373,0.5,0
95000,30,30,30,30,1,1,29,0.4,0.5,0
95999.9,30,30,30,30,1,1,29,0.117647,0.5,0
96999.9,30,30,30,30,0,0,30,-nan,-nan,0
98000,30,30,30,30,0,0,30,-nan,-nan,0
99000,30,30,30,30,1,1,29,0.1,0.5,0
100000,30,30,30,30,1,1,29,0.666667,0.5,0
101000,30,29,30,29,2,2,27,0.183824,0.5,0.0357143
102000,30,29,30,29,2,2,27,0.0955556,0.5,0.0357143
103000,30,30,30,30,2,2,28,0.14359,0.5,0
104000,30,30,30,30,3,3,27,0.210933,0.5,0
105000,30,29,30,29,1,1,28,0.0769231,0.5,0.0357143
106000,30,29,30,29,2,2,27,0.266667,0.5,0.0357143
107000,30,29,30,29,2,2,27,0.097619,0.5,0.0357143
108000,30,29,30,29,1,1,28,0.1,0.5,0.0357143
109000,30,30,30,30,2,2,28,0.241667,0.5,0
110000,30,30,30,30,0,0,30,-nan,-nan,0
111000,30,30,30,30,0,0,30,-nan,-nan,0
112000,30,30,30,30,0,0,30,-nan,-nan,0
113000,30,29,30,29,0,0,29,-nan,-nan,0.0357143
114000,30,30,30,30,1,1,29,1,0.5,0
115000,30,30,30,30,0,0,30,-nan,-nan,0
116000,30,30,30,30,1,1,29,0.0952381,0.5,0
117000,30,29,30,29,1,1,28,0.08,0.5,0.0357143
118000,30,30,30,30,0,0,30,-nan,-nan,0
119000,30,30,30,30,0,0,30,-nan,-nan,0
120000,30,30,30,30,1,1,29,0.4,0.5,0
121000,30,30,30,30,1,1,29,0.0666667,0.5,0
122000,30,30,30,30,0,0,30,-nan,-nan,0
123000,30,30,30,30,4,4,26,0.14881,0.5,0
124000,30,28,30,28,0,0,28,-nan,-nan,0.0740741
125000,30,30,30,30,0,0,30,-nan,-nan,0
126000,30,30,30,30,1,1,29,0.142857,0.5,0
127000,30,30,30,30,1,1,29,0.0666667,0.5,0
128000,30,30,30,30,1,1,29,0.1,0.5,0
129000,30,30,30,30,1,1,29,0.0869565,0.5,0
130000,30,29,30,29,1,1,28,0.142857,0.5,0.0357143
131000,30,30,30,30,2,2,28,0.258824,0.5,0
132000,30,29,30,29,0,0,29,-nan,-nan,0.0357143
133000,30,30,30,30,0,0,30,-nan,-nan,0
134000,30,30,30,30,1,1,29,0.153846,0.5,0
135000,30,30,30,30,2,2,28,0.325,0.5,0
136000,30,30,30,30,0,0,30,-nan,-nan,0
137000,30,30,30,30,1,1,29,0.125,0.5,0
138000,30,30,30,30,1,1,29,0.0833333,0.5,0
139000,30,30,30,30,0,0,30,-nan,-nan,0
140000,30,30,30,30,3,3,27,0.0802469,0.5,0
141000,30,30,30,30,0,0,30,-nan,-nan,0
142000,30,30,30,30,0,0,30,-nan,-nan,0
143000,30,29,30,29,4,4,25,0.20506,0.5,0.0357143
144000,30,30,30,30,1,1,29,0.2,0.5,0
145000,30,30,30,30,0,0,30,-nan,-nan,0
146000,30,30,30,30,1,1,29,0.125,0.5,0
147000,30,30,30,30,0,0,30,-nan,-nan,0
148000,30,30,30,30,0,0,30,-nan,-nan,0
149000,30,29,30,29,0,0,29,-nan,-nan,0
150000,30,30,30,30,2,2,28,0.340909,0.5,0
151000,30,30,30,30,0,0,30,-nan,-nan,0
152000,30,30,30,30,1,1,29,0.0909091,0.5,0
153000,30,30,30,30,2,2,28,0.172619,0.5,0
154000,30,30,30,30,1,1,29,0.105263,0.5,0
155000,30,30,30,30,1,1,29,0.0909091,0.5,0
156000,30,30,30,30,0,0,30,-nan,-nan,0
157000,30,30,30,30,0,0,30,-nan,-nan,0
158000,30,30,30,30,0,0,30,-nan,-nan,0
159000,30,29,30,29,0,0,29,-nan,-nan,0.0357143
160000,30,29,30,29,1,1,28,0.285714,0.5,0
161000,30,30,30,30,1,1,29,0.153846,0.5,0
162000,30,30,30,30,1,1,29,0.2,0.5,0
163000,30,29,30,29,2,2,27,0.166667,0.5,0.0357143
164000,30,30,30,30,2,2,28,0.0988235,0.5,0
165000,30,30,30,30,1,1,29,0.166667,0.5,0
166000,30,29,30,29,2,2,27,0.0900383,0.5,0.0357143
167000,30,30,30,30,2,2,28,0.116923,0.5,0
168000,30,30,30,30,0,0,30,-nan,-nan,0
169000,30,30,30,30,2,2,28,0.108466,0.5,0
170000,30,30,30,30,1,1,29,0.1,0.5,0
171000,30,29,30,29,0,0,29,-nan,-nan,0.0357143
172000,30,30,30,30,2,2,28,0.238095,0.5,0
173000,30,30,30,30,1,1,29,0.222222,0.5,0
174000,30,30,30,30,0,0,30,-nan,-nan,0
175000,30,30,30,30,0,0,30,-nan,-nan,0
176000,30,30,30,30,1,1,29,0.25,0.5,0
177000,30,29,30,29,2,2,27,0.126923,0.5,0.0357143
178000,30,30,30,30,1,1,29,0.166667,0.333333,0
179000,30,30,30,30,0,0,30,-nan,-nan,0
180000,30,30,30,30,0,0,30,-nan,-nan,0
181000,30,30,30,30,0,0,30,-nan,-nan,0
182000,30,30,30,30,1,1,29,0.4,0.5,0
183000,30,30,30,30,1,1,29,0.153846,0.5,0
184000,30,30,30,30,1,1,29,0.157895,0.333333,0
185000,30,30,30,30,3,3,27,0.197481,0.5,0
186000,30,29,30,29,3,3,26,0.0911172,0.5,0.0357143
187000,30,30,30,30,0,0,30,-nan,-nan,0
188000,30,29,30,29,0,0,29,-nan,-nan,0.0357143
189000,30,30,30,30,0,0,30,-nan,-nan,0
190000,30,29,30,29,3,3,26,0.182073,0.5,0.0357143
191000,30,29,30,29,1,1,28,0.0769231,0.5,0.0357143
192000,30,30,30,30,0,0,30,-nan,-nan,0
193000,30,30,30,30,2,2,28,0.216667,0.5,0
194000,30,30,30,30,1,1,29,0.111111,0.5,0
195000,30,30,30,30,0,0,30,-nan,-nan,0
196000,30,30,30,30,0,0,30,-nan,-nan,0
197000,30,29,30,29,0,0,29,-nan,-nan,0.0357143
198000,30,30,30,30,1,1,29,0.0909091,0.5,0
199000,30,29,30,29,0,0,29,-nan,-nan,0.0357143
200000,30,30,30,30,0,0,30,-nan,-nan,0
