index,Gend,Complete probability,Complete samples,Error,Mean length,Total samples
0.0,0.0,0.009600000000000001,19.2,0.0,49.94980000000001,2000.0
0.5,0.5,0.011600000000000001,23.2,0.0,49.4643,2000.0
1.0,1.0,0.024,48.0,0.0,49.8898,2000.0
1.5,1.5,0.038000000000000006,76.0,0.0,51.547000000000004,2000.0
2.0,2.0,0.0568,113.6,0.0,52.4482,2000.0
2.5,2.5,0.09490000000000001,189.8,0.0,54.70429999999999,2000.0
3.0,3.0,0.1568,313.6,0.0,57.603899999999996,2000.0
3.5,3.5,0.2358,471.6,0.0,61.473699999999994,2000.0
4.0,4.0,0.3404,680.8,0.0,67.0984,2000.0
4.5,4.5,0.4528,905.6,0.0,72.5958,2000.0
5.0,5.0,0.5851000000000001,1170.2,0.0,79.1626,2000.0
5.5,5.5,0.6959000000000001,1391.8,0.0,84.72569999999999,2000.0
6.0,6.0,0.7689999999999999,1538.0,0.0,88.49459999999999,2000.0
6.5,6.5,0.8305000000000001,1661.0,0.0,91.75750000000001,2000.0
7.0,7.0,0.8728,1745.6,0.0,93.82610000000001,2000.0
7.5,7.5,0.8907,1781.4,0.0,94.4298,2000.0
8.0,8.0,0.892,1784.0,0.0,94.445,2000.0
8.5,8.5,0.8733000000000001,1746.6,0.0,93.4325,2000.0
9.0,9.0,0.8320000000000001,1664.0,0.0,91.2836,2000.0
9.5,9.5,0.7657,1531.4,0.0,87.29899999999999,2000.0
10.0,10.0,0.6675,1335.0,0.0,80.9555,2000.0
10.5,10.5,0.5769,1153.8,0.0,73.6665,2000.0
11.0,11.0,0.5269,1053.8,0.0,69.3905,2000.0
11.5,11.5,0.497,994.0,0.0,66.014,2000.0
12.0,12.0,0.4904,980.8,0.0,65.36359999999999,2000.0
12.5,12.5,0.4852,970.4,0.0,64.733,2000.0
13.0,13.0,0.47529999999999994,950.6,0.0,63.386700000000005,2000.0
13.5,13.5,0.47409999999999997,948.2,0.0,62.8822,2000.0
14.0,14.0,0.4701000000000001,940.2,0.0,62.957800000000006,2000.0
14.5,14.5,0.45810000000000006,916.2,0.0,61.735,2000.0
15.0,15.0,0.45710000000000006,914.2,0.0,61.11899999999999,2000.0
15.5,15.5,0.45719999999999994,914.4,0.0,61.4516,2000.0
16.0,16.0,0.4492000000000001,898.4,0.0,60.636900000000004,2000.0
16.5,16.5,0.4464,892.8,0.0,60.03860000000001,2000.0
17.0,17.0,0.4452,890.4,0.0,59.64059999999999,2000.0
17.5,17.5,0.44189999999999996,883.8,0.0,59.516300000000015,2000.0
18.0,18.0,0.43410000000000004,868.2,0.0,58.553700000000006,2000.0
18.5,18.5,0.4343,868.6,0.0,58.397000000000006,2000.0
19.0,19.0,0.4284,856.8,0.0,57.509100000000004,2000.0
19.5,19.5,0.4151000000000001,830.2,0.0,55.860200000000006,2000.0
20.0,20.0,0.3947,789.4,0.0,53.3063,2000.0
20.5,20.5,0.3625999999999999,725.2,0.0,49.483999999999995,2000.0
21.0,21.0,0.33859999999999996,677.2,0.0,45.932100000000005,2000.0
21.5,21.5,0.29229999999999995,584.6,0.0,40.473200000000006,2000.0
22.0,22.0,0.24890000000000004,497.8,0.0,35.192,2000.0
22.5,22.5,0.20590000000000003,411.8,0.0,29.2661,2000.0
23.0,23.0,0.17250000000000001,345.0,0.0,25.2806,2000.0
23.5,23.5,0.1434,286.8,0.0,21.6582,2000.0
24.0,24.0,0.12389999999999998,247.8,0.0,19.2651,2000.0
24.5,24.5,0.1149,229.8,0.0,18.2668,2000.0
25.0,25.0,0.11399999999999999,228.0,0.0,17.884999999999998,2000.0
