index,Gend,Complete probability,Complete samples,Error,Mean length,Total samples
0.0,0.0,0.0396,79.2,0.0,16.500799999999998,2000.0
0.5,0.5,0.0637,127.4,0.0,16.8197,2000.0
1.0,1.0,0.0996,199.2,0.0,17.6135,2000.0
1.5,1.5,0.15109999999999998,302.2,0.0,18.2058,2000.0
2.0,2.0,0.2326,465.2,0.0,19.2649,2000.0
2.5,2.5,0.3405,681.0,0.0,20.798899999999996,2000.0
3.0,3.0,0.4711,942.2,0.0,22.715600000000002,2000.0
3.5,3.5,0.6093,1218.6,0.0,24.603699999999996,2000.0
4.0,4.0,0.7423,1484.6,0.0,26.4401,2000.0
4.5,4.5,0.8472000000000002,1694.4,0.0,27.707900000000002,2000.0
5.0,5.0,0.8705,1741.0,0.0,27.7791,2000.0
5.5,5.5,0.8742000000000001,1748.4,0.0,27.8097,2000.0
6.0,6.0,0.8818999999999999,1763.8,0.0,27.8808,2000.0
6.5,6.5,0.8702,1740.4,0.0,27.6017,2000.0
7.0,7.0,0.8718,1743.6,0.0,27.600600000000004,2000.0
7.5,7.5,0.8724000000000001,1744.8,0.0,27.620600000000003,2000.0
8.0,8.0,0.8766999999999999,1753.4,0.0,27.669599999999996,2000.0
8.5,8.5,0.8654,1730.8,0.0,27.406,2000.0
9.0,9.0,0.8626000000000001,1725.2,0.0,27.341,2000.0
9.5,9.5,0.866,1732.0,0.0,27.4201,2000.0
10.0,10.0,0.8643000000000001,1728.6,0.0,27.343200000000003,2000.0
10.5,10.5,0.8598000000000001,1719.6,0.0,27.2659,2000.0
11.0,11.0,0.8586,1717.2,0.0,27.248799999999996,2000.0
11.5,11.5,0.8593,1718.6,0.0,27.2408,2000.0
12.0,12.0,0.8598000000000001,1719.6,0.0,27.214499999999997,2000.0
12.5,12.5,0.8577000000000001,1715.4,0.0,27.1445,2000.0
13.0,13.0,0.8539999999999999,1708.0,0.0,27.068599999999996,2000.0
13.5,13.5,0.8462,1692.4,0.0,26.871500000000005,2000.0
14.0,14.0,0.8423,1684.6,0.0,26.6958,2000.0
14.5,14.5,0.8252,1650.4,0.0,26.181000000000004,2000.0
15.0,15.0,0.8028000000000001,1605.6,0.0,25.541,2000.0
15.5,15.5,0.7746999999999999,1549.4,0.0,24.596600000000002,2000.0
16.0,16.0,0.7172000000000001,1434.4,0.0,22.992,2000.0
16.5,16.5,0.6557999999999999,1311.6,0.0,21.2018,2000.0
17.0,17.0,0.5793,1158.6,0.0,18.9784,2000.0
17.5,17.5,0.5046,1009.2,0.0,16.763199999999998,2000.0
18.0,18.0,0.425,850.0,0.0,14.486799999999999,2000.0
18.5,18.5,0.3651207949555265,723.2,0.0,12.6953436890362,1980.8
19.0,19.0,0.31474425470335676,583.4,0.0,11.221298206521189,1853.6
19.5,19.5,0.2896387725214886,502.2,0.0,10.460745922604525,1734.2
20.0,20.0,0.26446839065041233,452.6,0.0,9.771124473817252,1711.4
20.5,20.5,0.26690885402570563,436.8,0.0,9.846269675940185,1636.4
21.0,21.0,0.2754745475225059,447.2,0.0,10.156777084646205,1623.4
21.5,21.5,0.29791857289542467,484.6,0.0,10.853969089207931,1626.6
22.0,22.0,0.33949940974596443,567.6,0.0,12.114295822419859,1672.2
22.5,22.5,0.4075925353805695,723.8,0.0,14.176612824173265,1776.4
23.0,23.0,0.5156296700657551,998.4,0.0,17.38296225613869,1936.6
23.5,23.5,0.6733,1346.6,0.0,22.0125,2000.0
24.0,24.0,0.7704999999999999,1541.0,0.0,26.0428,2000.0
24.5,24.5,0.6557000000000001,1311.4,0.0,25.175800000000002,2000.0
25.0,25.0,0.4944,988.8,0.0,22.9157,2000.0
25.5,25.5,0.3499,699.8,0.0,20.8805,2000.0
26.0,26.0,0.2343,468.6,0.0,19.1632,2000.0
26.5,26.5,0.1582,316.4,0.0,18.3057,2000.0
27.0,27.0,0.09969999999999998,199.4,0.0,17.229000000000003,2000.0
27.5,27.5,0.0605,121.0,0.0,16.834600000000002,2000.0
28.0,28.0,0.03949999999999999,79.0,0.0,16.5122,2000.0
28.5,28.5,0.025399999999999995,50.8,0.0,16.4237,2000.0
29.0,29.0,0.0125,25.0,0.0,16.1074,2000.0
29.5,29.5,0.0077,15.4,0.0,16.145999999999997,2000.0
30.0,30.0,0.006,12.0,0.0,16.0589,2000.0
30.5,30.5,0.0029999999999999996,6.0,0.0,16.0479,2000.0
31.0,31.0,0.0026999999999999997,5.4,0.0,15.964800000000002,2000.0
31.5,31.5,0.0010999999999999998,2.2,0.0,16.0605,2000.0
32.0,32.0,0.0010999999999999998,2.2,0.0,16.062099999999997,2000.0
32.5,32.5,0.0009000000000000001,1.8,0.0,16.0882,2000.0
33.0,33.0,0.00030000000000000003,0.6,0.0,15.9783,2000.0
33.5,33.5,0.0001,0.2,0.0,16.0115,2000.0
34.0,34.0,0.0001,0.2,0.0,16.166700000000002,2000.0
34.5,34.5,0.0001,0.2,0.0,16.104,2000.0
35.0,35.0,0.0001,0.2,0.0,16.113400000000002,2000.0
35.5,35.5,0.0,0.0,,16.101,2000.0
36.0,36.0,0.0,0.0,,16.104300000000002,2000.0
36.5,36.5,0.0,0.0,,16.137,2000.0
37.0,37.0,0.0,0.0,,16.0361,2000.0
37.5,37.5,0.0,0.0,,15.9886,2000.0
38.0,38.0,0.0,0.0,,16.068099999999998,2000.0
38.5,38.5,0.0,0.0,,15.828400000000002,2000.0
39.0,39.0,0.0,0.0,,15.839400000000001,2000.0
39.5,39.5,0.0,0.0,,16.0081,2000.0
40.0,40.0,0.0,0.0,,15.9693,2000.0
