index,Gend,Complete probability,Complete samples,Error,Mean length,Total samples
0.0,0.0,0.0354,70.8,0.0,16.1864,2000.0
0.5,0.5,0.05569999999999999,111.4,0.0,16.335,2000.0
1.0,1.0,0.0866,173.2,0.0,16.874900000000004,2000.0
1.5,1.5,0.13840000000000002,276.8,0.0,17.7378,2000.0
2.0,2.0,0.2104,420.8,0.0,18.6535,2000.0
2.5,2.5,0.3021,604.2,0.0,19.949199999999998,2000.0
3.0,3.0,0.41600000000000004,832.0,0.0,21.5329,2000.0
3.5,3.5,0.5506,1101.2,0.0,23.4975,2000.0
4.0,4.0,0.6667,1333.4,0.0,25.202199999999998,2000.0
4.5,4.5,0.7686999999999999,1537.4,0.0,26.603700000000003,2000.0
5.0,5.0,0.843,1686.0,0.0,27.7209,2000.0
5.5,5.5,0.9052,1810.4,0.0,28.650299999999998,2000.0
6.0,6.0,0.9463000000000001,1892.6,0.0,29.251600000000003,2000.0
6.5,6.5,0.9632999999999999,1926.6,0.0,29.412,2000.0
7.0,7.0,0.9650000000000001,1930.0,0.0,29.2277,2000.0
7.5,7.5,0.9382000000000001,1876.4,0.0,28.500300000000003,2000.0
8.0,8.0,0.9059999999999999,1812.0,0.0,27.598300000000002,2000.0
8.5,8.5,0.8733000000000001,1746.6,0.0,26.6538,2000.0
9.0,9.0,0.8508000000000001,1701.6,0.0,25.992200000000004,2000.0
9.5,9.5,0.8346,1669.2,0.0,25.5539,2000.0
10.0,10.0,0.8159000000000001,1631.8,0.0,25.027800000000003,2000.0
10.5,10.5,0.807,1614.0,0.0,24.7659,2000.0
11.0,11.0,0.7969,1593.8,0.0,24.4925,2000.0
11.5,11.5,0.7945,1589.0,0.0,24.44,2000.0
12.0,12.0,0.7859,1571.8,0.0,24.1729,2000.0
12.5,12.5,0.7875,1575.0,0.0,24.2291,2000.0
13.0,13.0,0.7846,1569.2,0.0,24.1539,2000.0
13.5,13.5,0.7768,1553.6,0.0,23.8951,2000.0
14.0,14.0,0.7691,1538.2,0.0,23.6579,2000.0
14.5,14.5,0.7618999999999999,1523.8,0.0,23.521900000000002,2000.0
15.0,15.0,0.7428999999999999,1485.8,0.0,22.9587,2000.0
15.5,15.5,0.7230000000000001,1446.0,0.0,22.3806,2000.0
16.0,16.0,0.6847,1369.4,0.0,21.3361,2000.0
16.5,16.5,0.6253,1250.6,0.0,19.646500000000003,2000.0
17.0,17.0,0.5684,1136.8,0.0,18.068599999999996,2000.0
17.5,17.5,0.5097999999999999,1019.6,0.0,16.4239,2000.0
18.0,18.0,0.43190000000000006,863.8,0.0,14.2062,2000.0
18.5,18.5,0.3841,768.2,0.0,12.8797,2000.0
19.0,19.0,0.3341,668.2,0.0,11.4924,2000.0
19.5,19.5,0.3,600.0,0.0,10.5345,2000.0
20.0,20.0,0.28090000000000004,561.8,0.0,9.9976,2000.0
20.5,20.5,0.2839,567.8,0.0,10.0978,2000.0
21.0,21.0,0.28969999999999996,579.4,0.0,10.311499999999999,2000.0
21.5,21.5,0.31049999999999994,621.0,0.0,10.9725,2000.0
22.0,22.0,0.35,700.0,0.0,12.1225,2000.0
22.5,22.5,0.42889999999999995,857.8,0.0,14.4197,2000.0
23.0,23.0,0.5421,1084.2,0.0,17.6231,2000.0
23.5,23.5,0.7139000000000001,1427.8,0.0,22.378899999999998,2000.0
24.0,24.0,0.9089,1817.8,0.0,27.834000000000003,2000.0
24.5,24.5,0.9266,1853.2,0.0,28.7779,2000.0
25.0,25.0,0.8897999999999999,1779.6,0.0,28.369,2000.0
25.5,25.5,0.8282999999999999,1656.6,0.0,27.522399999999998,2000.0
26.0,26.0,0.7407,1481.4,0.0,26.173099999999998,2000.0
26.5,26.5,0.6263,1252.6,0.0,24.5851,2000.0
27.0,27.0,0.5023,1004.6,0.0,22.836999999999996,2000.0
27.5,27.5,0.3739,747.8,0.0,21.0043,2000.0
28.0,28.0,0.27190000000000003,543.8,0.0,19.615500000000004,2000.0
28.5,28.5,0.18919999999999998,378.4,0.0,18.312500000000004,2000.0
29.0,29.0,0.11583546423135464,231.0,0.0,17.28942394723491,1994.2
29.5,29.5,0.07242058972788001,139.6,0.0,16.591247069698817,1928.6
30.0,30.0,0.0471903404561384,87.4,0.0,16.25494009042083,1853.4
30.5,30.5,0.029242352490040795,53.4,0.0,16.03092560526495,1825.2
31.0,31.0,0.018348684962945675,33.6,0.0,15.775743531906127,1829.4
31.5,31.5,0.011450725989752575,21.0,0.0,15.876402672557811,1832.6
32.0,32.0,0.007964586263396845,14.6,0.0,15.61135836130722,1830.8
