seed,length_limit,time_limit,max_pols,k0,k,kact,ConcEff,Gact,Gbb,Conc0,Conc1,G0,G1,Ggen,Gend,outputfilename,outputtrajfilename,print_flag,print_valid_trans_flag,write_output_flag,write_traj_flag,traj_write_interval,breakable_backbone_flag,off_rate_discrim_flag,test_tact_flag,local_updates_flag,use_test_rates_flag
535831,30,1000000,1000,1,0.001,0,100,0,0.0,0,1,0,-4,0.0,0,output.csv,traj.csv,0,0,1,0,20000,1,1,0,1,0
535832,30,1000000,1000,1,0.001,0,100,0,0.0,0,1,0,-4,0.0,0,output.csv,traj.csv,0,0,1,0,20000,1,1,0,1,0
535833,30,1000000,1000,1,0.001,0,100,0,0.0,0,1,0,-4,0.0,0,output.csv,traj.csv,0,0,1,0,20000,1,1,0,1,0
535834,30,1000000,1000,1,0.001,0,100,0,0.0,0,1,0,-4,0.0,0,output.csv,traj.csv,0,0,1,0,20000,1,1,0,1,0
535835,30,1000000,1000,1,0.001,0,100,0,0.0,0,1,0,-4,0.0,0,output.csv,traj.csv,0,0,1,0,20000,1,1,0,1,0
535836,30,1000000,1000,1,0.001,0,100,0,0.0,0,1,0,-4,-1.0,0,output.csv,traj.csv,0,0,1,0,20000,1,1,0,1,0
535837,30,1000000,1000,1,0.001,0,100,0,0.0,0,1,0,-4,-1.0,0,output.csv,traj.csv,0,0,1,0,20000,1,1,0,1,0
535838,30,1000000,1000,1,0.001,0,100,0,0.0,0,1,0,-4,-1.0,0,output.csv,traj.csv,0,0,1,0,20000,1,1,0,1,0
535839,30,1000000,1000,1,0.001,0,100,0,0.0,0,1,0,-4,-1.0,0,output.csv,traj.csv,0,0,1,0,20000,1,1,0,1,0
535840,30,1000000,1000,1,0.001,0,100,0,0.0,0,1,0,-4,-1.0,0,output.csv,traj.csv,0,0,1,0,20000,1,1,0,1,0
535841,30,1000000,1000,1,0.001,0,100,0,0.0,0,1,0,-4,-2.0,0,output.csv,traj.csv,0,0,1,0,20000,1,1,0,1,0
535842,30,1000000,1000,1,0.001,0,100,0,0.0,0,1,0,-4,-2.0,0,output.csv,traj.csv,0,0,1,0,20000,1,1,0,1,0
