Time (s),Template length,# TC bonds,# Active template sites (s),# total,# Polymers,# other way of counting Polymers,# Monomers,<pollength/siteidx> avg over polymers,<attached by/polymer length> avg over polymers,<spacing> avg over polymers 
0,30,0,30,0,0,0,0,-nan,-nan,29
999.695,30,30,30,1,1,1,0,1,1,-nan
1999.62,30,30,30,1,1,1,0,1,1,-nan
2999.76,30,30,30,1,1,1,0,1,1,-nan
3999.59,30,30,30,1,1,1,0,1,1,-nan
4999.8,30,30,30,1,1,1,0,1,1,-nan
5999.7,30,30,30,1,1,1,0,1,1,-nan
6999.95,30,30,30,1,1,1,0,1,1,-nan
7999.97,30,30,30,1,1,1,0,1,1,-nan
8999.91,30,30,30,1,1,1,0,1,1,-nan
9999.83,30,30,30,1,1,1,0,1,1,-nan
11000,30,30,30,1,1,1,0,1,1,-nan
11999.9,30,30,30,1,1,1,0,1,1,-nan
12999.8,30,30,30,1,1,1,0,1,1,-nan
13999.8,30,30,30,1,1,1,0,1,1,-nan
14999.9,30,30,30,1,1,1,0,1,1,-nan
15999.9,30,30,30,1,1,1,0,1,1,-nan
17000,30,30,30,1,1,1,0,1,1,-nan
17999.9,30,30,30,1,1,1,0,1,1,-nan
18999.9,30,30,30,1,1,1,0,1,1,-nan
19999.9,30,30,30,1,1,1,0,1,1,-nan
21000,30,30,30,1,1,1,0,1,1,-nan
21999.7,30,30,30,1,1,1,0,1,1,-nan
23000,30,30,30,1,1,1,0,1,1,-nan
23999.8,30,30,30,1,1,1,0,1,1,-nan
24999.9,30,30,30,1,1,1,0,1,1,-nan
25999.9,30,30,30,1,1,1,0,1,1,-nan
26999.9,30,30,30,2,1,1,1,1,0.966667,0
28000,30,30,30,1,1,1,0,1,1,-nan
28999.8,30,30,30,1,1,1,0,1,1,-nan
29999.8,30,30,30,1,1,1,0,1,1,-nan
31000,30,29,30,1,1,1,0,1,0.966667,1
31999.9,30,30,30,1,1,1,0,1,1,-nan
32999.6,30,30,30,1,1,1,0,1,1,-nan
33999.9,30,30,30,1,1,1,0,1,1,-nan
34999.9,30,30,30,1,1,1,0,1,1,-nan
36000,30,30,30,1,1,1,0,1,1,-nan
36999.7,30,29,30,2,1,1,1,1,0.933333,0.5
37999.9,30,30,30,1,1,1,0,1,1,-nan
38999.9,30,30,30,1,1,1,0,1,1,-nan
40000,30,30,30,2,1,1,1,1,0.966667,0
40999.8,30,30,30,1,1,1,0,1,1,-nan
41999.8,30,30,30,1,1,1,0,1,1,-nan
43000,30,30,30,1,1,1,0,1,1,-nan
44000,30,30,30,1,1,1,0,1,1,-nan
44999.9,30,30,30,2,1,1,1,1,0.966667,0
46000,30,29,30,1,1,1,0,1,0.966667,1
47000,30,29,30,1,1,1,0,1,0.966667,-nan
48000,30,30,30,1,1,1,0,1,1,-nan
48999.9,30,30,30,1,1,1,0,1,1,-nan
50000,30,30,30,1,1,1,0,1,1,-nan
50999.9,30,30,30,1,1,1,0,1,1,-nan
51999.9,30,30,30,1,1,1,0,1,1,-nan
53000,30,29,30,1,1,1,0,1,0.966667,1
53999.8,30,30,30,1,1,1,0,1,1,-nan
54999.9,30,30,30,1,1,1,0,1,1,-nan
55999.9,30,30,30,1,1,1,0,1,1,-nan
57000,30,30,30,1,1,1,0,1,1,-nan
58000,30,30,30,2,1,1,1,1,0.966667,0
58999.9,30,30,30,1,1,1,0,1,1,-nan
59999.6,30,30,30,1,1,1,0,1,1,-nan
60999.8,30,30,30,1,1,1,0,1,1,-nan
62000,30,30,30,1,1,1,0,1,1,-nan
63000,30,30,30,1,1,1,0,1,1,-nan
63999.8,30,30,30,1,1,1,0,1,1,-nan
64999.8,30,30,30,1,1,1,0,1,1,-nan
65999.9,30,30,30,1,1,1,0,1,1,-nan
67000,30,30,30,1,1,1,0,1,1,-nan
67999.9,30,30,30,2,2,2,0,1,0.966667,0
68999.9,30,30,30,1,1,1,0,1,1,-nan
69999.8,30,30,30,1,1,1,0,1,1,-nan
70999.8,30,30,30,1,1,1,0,1,1,-nan
71999.9,30,30,30,1,1,1,0,1,1,-nan
72999.9,30,30,30,1,1,1,0,1,1,-nan
73999.7,30,30,30,1,1,1,0,1,1,-nan
74999.8,30,30,30,1,1,1,0,1,1,-nan
76000,30,30,30,1,1,1,0,1,1,-nan
76999.7,30,30,30,1,1,1,0,1,1,-nan
77999.8,30,30,30,1,1,1,0,1,1,-nan
78999.9,30,30,30,1,1,1,0,1,1,-nan
79999.9,30,30,30,1,1,1,0,1,1,-nan
80999.9,30,30,30,1,1,1,0,1,1,-nan
82000,30,30,30,1,1,1,0,1,1,-nan
82999.9,30,30,30,1,1,1,0,1,1,-nan
83999.9,30,30,30,1,1,1,0,1,1,-nan
84999.7,30,30,30,1,1,1,0,1,1,-nan
85999.8,30,30,30,1,1,1,0,1,1,-nan
86999.7,30,30,30,1,1,1,0,1,1,-nan
88000,30,29,30,1,1,1,0,1,0.966667,1
89000,30,30,30,1,1,1,0,1,1,-nan
89999.9,30,30,30,1,1,1,0,1,1,-nan
91000,30,29,30,1,1,1,0,1,0.966667,1
92000,30,30,30,2,2,2,0,1,0.966667,0
93000,30,28,30,1,1,1,0,1,0.933333,2
93999.4,30,30,30,1,1,1,0,1,1,-nan
95000,30,28,30,1,1,1,0,1,0.933333,2
96000,30,30,30,1,1,1,0,1,1,-nan
97000,30,30,30,1,1,1,0,1,1,-nan
97999.9,30,30,30,1,1,1,0,1,1,-nan
