index,Gend,Complete probability,Complete samples,Error,Mean length,Total samples
0.0,0.0,0.07300000000000001,146.0,0.0,5.365600000000001,2000.0
0.5,0.5,0.1052,210.4,0.0,5.5132,2000.0
1.0,1.0,0.1523,304.6,0.0,5.766699999999999,2000.0
1.5,1.5,0.19660000000000002,393.2,0.0,5.9140999999999995,2000.0
2.0,2.0,0.2306,461.2,0.0,5.974600000000001,2000.0
2.5,2.5,0.2398,479.6,0.0,5.9367,2000.0
3.0,3.0,0.2391,478.2,0.0,5.8042,2000.0
3.5,3.5,0.23289999999999997,465.8,0.0,5.6369,2000.0
4.0,4.0,0.23280000000000003,465.6,0.0,5.601500000000001,2000.0
4.5,4.5,0.2274,454.8,0.0,5.5878,2000.0
5.0,5.0,0.2258,451.6,0.0,5.6668,2000.0
5.5,5.5,0.21989999999999998,439.8,0.0,5.7871,2000.0
6.0,6.0,0.2085,417.0,0.0,5.867400000000002,2000.0
6.5,6.5,0.18409999999999999,368.2,0.0,5.7952,2000.0
7.0,7.0,0.14889999999999998,297.8,0.0,5.688,2000.0
7.5,7.5,0.1059,211.8,0.0,5.51,2000.0
8.0,8.0,0.07050000000000001,141.0,0.0,5.3561,2000.0
8.5,8.5,0.04710000000000001,94.2,0.0,5.239499999999999,2000.0
9.0,9.0,0.0317,63.4,0.0,5.1543,2000.0
9.5,9.5,0.018500000000000003,37.0,0.0,5.1664,2000.0
10.0,10.0,0.012400000000000003,24.8,0.0,5.1052,2000.0
10.5,10.5,0.0078,15.6,0.0,5.0924,2000.0
11.0,11.0,0.0043,8.6,0.0,5.0497,2000.0
11.5,11.5,0.0031000000000000003,6.2,0.0,5.0116,2000.0
12.0,12.0,0.001,2.0,0.0,4.9956,2000.0
12.5,12.5,0.0016,3.2,0.0,5.068,2000.0
13.0,13.0,0.0007,1.4,0.0,5.0288,2000.0
13.5,13.5,0.0002,0.4,0.0,5.020100000000001,2000.0
14.0,14.0,0.00030000000000000003,0.6,0.0,5.0163,2000.0
14.5,14.5,0.0001,0.2,0.0,5.0426,2000.0
15.0,15.0,0.0001,0.2,0.0,5.0716,2000.0
15.5,15.5,0.0002,0.4,0.0,5.045699999999999,2000.0
16.0,16.0,0.0,0.0,,5.0266,2000.0
16.5,16.5,0.0001,0.2,0.0,5.025499999999999,2000.0
17.0,17.0,0.0,0.0,,5.0705,2000.0
17.5,17.5,0.0,0.0,,5.0161999999999995,2000.0
18.0,18.0,0.0,0.0,,5.0302,2000.0
18.5,18.5,0.0,0.0,,5.0359,2000.0
19.0,19.0,0.0,0.0,,5.0445,2000.0
19.5,19.5,0.0,0.0,,5.0556,2000.0
20.0,20.0,0.0,0.0,,5.003000000000001,2000.0
20.5,20.5,0.0,0.0,,5.0424999999999995,2000.0
21.0,21.0,0.0,0.0,,5.048000000000001,2000.0
21.5,21.5,0.0,0.0,,5.0535000000000005,2000.0
22.0,22.0,0.0,0.0,,5.0282,2000.0
