index,Gend,Complete probability,Complete samples,Error,Mean length,Total samples
0.0,0.0,0.11069999999999999,221.4,0.0,6.0073,2000.0
0.5,0.5,0.1732,346.4,0.0,6.2701,2000.0
1.0,1.0,0.2644,528.8,0.0,6.6812999999999985,2000.0
1.5,1.5,0.36330000000000007,726.6,0.0,7.1198,2000.0
2.0,2.0,0.47779999999999995,955.6,0.0,7.659899999999999,2000.0
2.5,2.5,0.6025,1205.0,0.0,8.2085,2000.0
3.0,3.0,0.7171000000000001,1434.2,0.0,8.723,2000.0
3.5,3.5,0.7987000000000001,1597.4,0.0,9.0845,2000.0
4.0,4.0,0.8755000000000001,1751.0,0.0,9.444700000000001,2000.0
4.5,4.5,0.916,1832.0,0.0,9.628599999999997,2000.0
5.0,5.0,0.9478,1895.6,0.0,9.759599999999999,2000.0
5.5,5.5,0.9684000000000001,1936.8,0.0,9.852599999999999,2000.0
6.0,6.0,0.9805999999999999,1961.2,0.0,9.9071,2000.0
6.5,6.5,0.9867000000000001,1973.4,0.0,9.938300000000002,2000.0
7.0,7.0,0.9907,1981.4,0.0,9.9586,2000.0
7.5,7.5,0.9917,1983.4,0.0,9.9663,2000.0
8.0,8.0,0.9915,1983.0,0.0,9.962900000000001,2000.0
8.5,8.5,0.9892,1978.4,0.0,9.9498,2000.0
9.0,9.0,0.9804,1960.8,0.0,9.9085,2000.0
9.5,9.5,0.9730000000000001,1946.0,0.0,9.8704,2000.0
10.0,10.0,0.9545999999999999,1909.2,0.0,9.7788,2000.0
10.5,10.5,0.9193999999999999,1838.8,0.0,9.5931,2000.0
11.0,11.0,0.8959999999999999,1792.0,0.0,9.455099999999998,2000.0
11.5,11.5,0.8709999999999999,1742.0,0.0,9.295399999999999,2000.0
12.0,12.0,0.8469999999999999,1694.0,0.0,9.109100000000002,2000.0
12.5,12.5,0.8263,1652.6,0.0,8.946000000000002,2000.0
13.0,13.0,0.7990999999999999,1598.2,0.0,8.738600000000002,2000.0
13.5,13.5,0.7665,1533.0,0.0,8.482299999999999,2000.0
14.0,14.0,0.7261000000000001,1452.2,0.0,8.1636,2000.0
14.5,14.5,0.6909000000000001,1381.8,0.0,7.879799999999999,2000.0
15.0,15.0,0.6481000000000001,1296.2,0.0,7.548299999999999,2000.0
15.5,15.5,0.6321,1264.2,0.0,7.4161,2000.0
16.0,16.0,0.6302000000000001,1260.4,0.0,7.4024,2000.0
16.5,16.5,0.6373,1274.6,0.0,7.4958,2000.0
17.0,17.0,0.7064,1412.8,0.0,8.0276,2000.0
17.5,17.5,0.7969,1593.8,0.0,8.680499999999999,2000.0
18.0,18.0,0.8834,1766.8,0.0,9.2865,2000.0
18.5,18.5,0.9367000000000001,1873.4,0.0,9.6328,2000.0
19.0,19.0,0.9638,1927.6,0.0,9.803700000000001,2000.0
19.5,19.5,0.9787000000000001,1957.4,0.0,9.8809,2000.0
20.0,20.0,0.9846,1969.2,0.0,9.9144,2000.0
20.5,20.5,0.9891,1978.2,0.0,9.9433,2000.0
21.0,21.0,0.9907,1981.4,0.0,9.9559,2000.0
21.5,21.5,0.986,1972.0,0.0,9.9299,2000.0
22.0,22.0,0.9776999999999999,1955.4,0.0,9.895700000000001,2000.0
22.5,22.5,0.9679,1935.8,0.0,9.8503,2000.0
23.0,23.0,0.9484999999999999,1897.0,0.0,9.7712,2000.0
23.5,23.5,0.9156000000000001,1831.2,0.0,9.6167,2000.0
24.0,24.0,0.873,1746.0,0.0,9.4396,2000.0
24.5,24.5,0.7948000000000001,1589.6,0.0,9.074100000000001,2000.0
25.0,25.0,0.7116,1423.2,0.0,8.7088,2000.0
25.5,25.5,0.609,1218.0,0.0,8.256900000000002,2000.0
26.0,26.0,0.4801,960.2,0.0,7.656000000000001,2000.0
26.5,26.5,0.3664,732.8,0.0,7.1659999999999995,2000.0
27.0,27.0,0.2448,489.6,0.0,6.5434,2000.0
27.5,27.5,0.17240000000000003,344.8,0.0,6.272399999999999,2000.0
28.0,28.0,0.1109,221.8,0.0,5.957000000000001,2000.0
28.5,28.5,0.0694,138.8,0.0,5.7972,2000.0
29.0,29.0,0.04440000000000001,88.8,0.0,5.7216,2000.0
29.5,29.5,0.027800000000000002,55.6,0.0,5.621300000000001,2000.0
30.0,30.0,0.018099999999999998,36.2,0.0,5.6206000000000005,2000.0
30.5,30.5,0.010900000000000002,21.8,0.0,5.5649999999999995,2000.0
31.0,31.0,0.0058,11.6,0.0,5.5161,2000.0
31.5,31.5,0.0036000000000000003,7.2,0.0,5.5348,2000.0
32.0,32.0,0.0015,3.0,0.0,5.5112,2000.0
32.5,32.5,0.0012000000000000001,2.4,0.0,5.448199999999999,2000.0
33.0,33.0,0.001,2.0,0.0,5.508699999999999,2000.0
