index,Gend,Complete probability,Complete samples,Error,Mean length,Total samples
0.0,0.0,0.0164,32.8,0.0,61.240100000000005,2000.0
0.5,0.5,0.028999999999999998,58.0,0.0,62.3591,2000.0
1.0,1.0,0.0436,87.2,0.0,62.50630000000001,2000.0
1.5,1.5,0.0695,139.0,0.0,63.0637,2000.0
2.0,2.0,0.1256,251.2,0.0,66.70689999999999,2000.0
2.5,2.5,0.1887,377.4,0.0,69.4602,2000.0
3.0,3.0,0.3024,604.8,0.0,73.21709999999999,2000.0
3.5,3.5,0.46129999999999993,922.6,0.0,78.56669999999998,2000.0
4.0,4.0,0.6292,1258.4,0.0,81.58680000000001,2000.0
4.5,4.5,0.6938,1387.6,0.0,82.00159999999998,2000.0
5.0,5.0,0.7018,1403.6,0.0,82.0489,2000.0
5.5,5.5,0.6933,1386.6,0.0,81.04249999999999,2000.0
6.0,6.0,0.7085,1417.0,0.0,81.8423,2000.0
6.5,6.5,0.7017,1403.4,0.0,81.5086,2000.0
7.0,7.0,0.6939,1387.8,0.0,80.89349999999999,2000.0
7.5,7.5,0.6927,1385.4,0.0,80.6053,2000.0
8.0,8.0,0.6952999999999999,1390.6,0.0,80.5734,2000.0
8.5,8.5,0.6921,1384.2,0.0,80.5326,2000.0
9.0,9.0,0.6917,1383.4,0.0,80.44930000000002,2000.0
9.5,9.5,0.6933,1386.6,0.0,80.2593,2000.0
10.0,10.0,0.6952999999999999,1390.6,0.0,80.44479999999999,2000.0
10.5,10.5,0.6856000000000001,1371.2,0.0,79.72130000000001,2000.0
11.0,11.0,0.6905,1381.0,0.0,80.0864,2000.0
11.5,11.5,0.6883000000000001,1376.6,0.0,79.97830000000002,2000.0
12.0,12.0,0.6918,1383.6,0.0,80.04320000000001,2000.0
12.5,12.5,0.6853,1370.6,0.0,79.5882,2000.0
13.0,13.0,0.6825,1365.0,0.0,79.36460000000002,2000.0
13.5,13.5,0.6781,1356.2,0.0,78.9214,2000.0
14.0,14.0,0.6738,1347.6,0.0,78.1353,2000.0
14.5,14.5,0.6478999999999999,1295.8,0.0,75.7957,2000.0
15.0,15.0,0.6344,1268.8,0.0,74.0581,2000.0
15.5,15.5,0.6164,1232.8,0.0,71.57169999999999,2000.0
16.0,16.0,0.5696,1139.2,0.0,66.3632,2000.0
16.5,16.5,0.516,1032.0,0.0,60.5279,2000.0
17.0,17.0,0.45940000000000003,918.8,0.0,53.6865,2000.0
17.5,17.5,0.387991863671063,722.6,0.0,46.05033681048353,1862.6
18.0,18.0,0.32740441773918494,503.6,0.0,39.19501448948285,1538.0
18.5,18.5,0.2757260300141648,379.0,0.0,33.15443268090454,1375.0
19.0,19.0,0.23449845014870588,297.4,0.0,28.30164315467614,1269.8
19.5,19.5,0.21491111630242518,257.2,0.0,26.051646196681663,1197.8
20.0,20.0,0.19447771978411715,228.6,0.0,23.885706492967444,1175.6
20.5,20.5,0.18914767593909718,221.2,0.0,23.429002721127997,1170.4
21.0,21.0,0.19692450379884957,228.2,0.0,24.268572379949692,1158.6
21.5,21.5,0.21013946887329377,245.8,0.0,25.807408606261852,1170.4
22.0,22.0,0.23826785713452328,284.2,0.0,29.420827555679114,1192.8
22.5,22.5,0.2934510618594862,382.8,0.0,35.38395212670918,1305.0
23.0,23.0,0.3669117284469646,533.6,0.0,43.98276122656735,1454.6
23.5,23.5,0.46924111339590907,899.4,0.0,55.926104285188764,1917.0
24.0,24.0,0.6017,1203.4,0.0,73.12660000000001,2000.0
24.5,24.5,0.49910000000000004,998.2,0.0,78.13149999999999,2000.0
25.0,25.0,0.3197,639.4,0.0,73.42979999999999,2000.0
25.5,25.5,0.1896,379.2,0.0,68.9914,2000.0
26.0,26.0,0.1213,242.6,0.0,65.67080000000001,2000.0
26.5,26.5,0.0717,143.4,0.0,62.7961,2000.0
27.0,27.0,0.0464,92.8,0.0,62.08299999999999,2000.0
27.5,27.5,0.027699999999999995,55.4,0.0,61.514599999999994,2000.0
28.0,28.0,0.0164,32.8,0.0,61.51450000000001,2000.0
28.5,28.5,0.010900000000000002,21.8,0.0,60.915499999999994,2000.0
29.0,29.0,0.0060999999999999995,12.2,0.0,60.416999999999994,2000.0
29.5,29.5,0.0034999999999999996,7.0,0.0,60.230399999999996,2000.0
30.0,30.0,0.0019,3.8,0.0,61.03789999999999,2000.0
30.5,30.5,0.0015,3.0,0.0,60.567400000000006,2000.0
31.0,31.0,0.0011000000000000003,2.2,0.0,60.7903,2000.0
31.5,31.5,0.00030000000000000003,0.6,0.0,60.034299999999995,2000.0
32.0,32.0,0.0002,0.4,0.0,60.571600000000004,2000.0
32.5,32.5,0.0,0.0,,59.926300000000005,2000.0
33.0,33.0,0.0001,0.2,0.0,60.062599999999996,2000.0
33.5,33.5,0.0,0.0,,60.34739999999999,2000.0
34.0,34.0,0.0,0.0,,60.2255,2000.0
34.5,34.5,0.0,0.0,,60.0373,2000.0
35.0,35.0,0.0,0.0,,60.322900000000004,2000.0
35.5,35.5,0.0001,0.2,0.0,60.7624,2000.0
36.0,36.0,0.0,0.0,,60.5961,2000.0
36.5,36.5,0.0,0.0,,60.3472,2000.0
37.0,37.0,0.0,0.0,,60.7895,2000.0
37.5,37.5,0.0,0.0,,60.13719999999999,2000.0
38.0,38.0,0.0,0.0,,60.007600000000004,2000.0
38.5,38.5,0.0,0.0,,60.70899999999999,2000.0
39.0,39.0,0.0,0.0,,60.802,2000.0
39.5,39.5,0.0,0.0,,60.881400000000006,2000.0
40.0,40.0,0.0,0.0,,59.8052,2000.0
