seed,length_limit,time_limit,max_pols,k0,k,kact,ConcEff,Gact,Gbb,Conc0,Conc1,G0,G1,Ggen,Gend,outputfilename,outputtrajfilename,print_flag,print_valid_trans_flag,write_output_flag,write_traj_flag,traj_write_interval,breakable_backbone_flag,off_rate_discrim_flag,test_tact_flag,local_updates_flag,use_test_rates_flag
405961,30,1000000,1000,1,0.001,0,100,0,0.0,0,10,0,8,0.0,0,output.csv,traj.csv,0,0,1,0,20000,1,1,0,1,0
405962,30,1000000,1000,1,0.001,0,100,0,0.0,0,10,0,8,0.0,0,output.csv,traj.csv,0,0,1,0,20000,1,1,0,1,0
405963,30,1000000,1000,1,0.001,0,100,0,0.0,0,10,0,8,0.0,0,output.csv,traj.csv,0,0,1,0,20000,1,1,0,1,0
405964,30,1000000,1000,1,0.001,0,100,0,0.0,0,10,0,8,0.0,0,output.csv,traj.csv,0,0,1,0,20000,1,1,0,1,0
405965,30,1000000,1000,1,0.001,0,100,0,0.0,0,10,0,8,0.0,0,output.csv,traj.csv,0,0,1,0,20000,1,1,0,1,0
405966,30,1000000,1000,1,0.001,0,100,0,0.0,0,10,0,8,-1.0,0,output.csv,traj.csv,0,0,1,0,20000,1,1,0,1,0
405967,30,1000000,1000,1,0.001,0,100,0,0.0,0,10,0,8,-1.0,0,output.csv,traj.csv,0,0,1,0,20000,1,1,0,1,0
405968,30,1000000,1000,1,0.001,0,100,0,0.0,0,10,0,8,-1.0,0,output.csv,traj.csv,0,0,1,0,20000,1,1,0,1,0
405969,30,1000000,1000,1,0.001,0,100,0,0.0,0,10,0,8,-1.0,0,output.csv,traj.csv,0,0,1,0,20000,1,1,0,1,0
405970,30,1000000,1000,1,0.001,0,100,0,0.0,0,10,0,8,-1.0,0,output.csv,traj.csv,0,0,1,0,20000,1,1,0,1,0
405971,30,1000000,1000,1,0.001,0,100,0,0.0,0,10,0,8,-2.0,0,output.csv,traj.csv,0,0,1,0,20000,1,1,0,1,0
405972,30,1000000,1000,1,0.001,0,100,0,0.0,0,10,0,8,-2.0,0,output.csv,traj.csv,0,0,1,0,20000,1,1,0,1,0
405973,30,1000000,1000,1,0.001,0,100,0,0.0,0,10,0,8,-2.0,0,output.csv,traj.csv,0,0,1,0,20000,1,1,0,1,0
405974,30,1000000,1000,1,0.001,0,100,0,0.0,0,10,0,8,-2.0,0,output.csv,traj.csv,0,0,1,0,20000,1,1,0,1,0
405975,30,1000000,1000,1,0.001,0,100,0,0.0,0,10,0,8,-2.0,0,output.csv,traj.csv,0,0,1,0,20000,1,1,0,1,0
405976,30,1000000,1000,1,0.001,0,100,0,0.0,0,10,0,8,-3.0,0,output.csv,traj.csv,0,0,1,0,20000,1,1,0,1,0
405977,30,1000000,1000,1,0.001,0,100,0,0.0,0,10,0,8,-3.0,0,output.csv,traj.csv,0,0,1,0,20000,1,1,0,1,0
405978,30,1000000,1000,1,0.001,0,100,0,0.0,0,10,0,8,-3.0,0,output.csv,traj.csv,0,0,1,0,20000,1,1,0,1,0
405979,30,1000000,1000,1,0.001,0,100,0,0.0,0,10,0,8,-3.0,0,output.csv,traj.csv,0,0,1,0,20000,1,1,0,1,0
405980,30,1000000,1000,1,0.001,0,100,0,0.0,0,10,0,8,-3.0,0,output.csv,traj.csv,0,0,1,0,20000,1,1,0,1,0
405981,30,1000000,1000,1,0.001,0,100,0,0.0,0,10,0,8,-4.0,0,output.csv,traj.csv,0,0,1,0,20000,1,1,0,1,0
405982,30,1000000,1000,1,0.001,0,100,0,0.0,0,10,0,8,-4.0,0,output.csv,traj.csv,0,0,1,0,20000,1,1,0,1,0
405983,30,1000000,1000,1,0.001,0,100,0,0.0,0,10,0,8,-4.0,0,output.csv,traj.csv,0,0,1,0,20000,1,1,0,1,0
405984,30,1000000,1000,1,0.001,0,100,0,0.0,0,10,0,8,-4.0,0,output.csv,traj.csv,0,0,1,0,20000,1,1,0,1,0
405985,30,1000000,1000,1,0.001,0,100,0,0.0,0,10,0,8,-4.0,0,output.csv,traj.csv,0,0,1,0,20000,1,1,0,1,0
405986,30,1000000,1000,1,0.001,0,100,0,0.0,0,10,0,8,-5.0,0,output.csv,traj.csv,0,0,1,0,20000,1,1,0,1,0
405987,30,1000000,1000,1,0.001,0,100,0,0.0,0,10,0,8,-5.0,0,output.csv,traj.csv,0,0,1,0,20000,1,1,0,1,0
405988,30,1000000,1000,1,0.001,0,100,0,0.0,0,10,0,8,-5.0,0,output.csv,traj.csv,0,0,1,0,20000,1,1,0,1,0
