Time (s),Template length,# TC bonds,# Active template sites (s),# total,# Polymers,# other way of counting Polymers,# Monomers,<pollength/siteidx> avg over polymers,<attached by/polymer length> avg over polymers,<spacing> avg over polymers 
0,30,0,30,0,0,0,0,-nan,-nan,29
999.983,30,0,30,0,0,0,0,-nan,-nan,29
2000,30,1,30,1,0,0,1,-nan,-nan,14
2999.99,30,0,30,0,0,0,0,-nan,-nan,29
3999.96,30,0,30,0,0,0,0,-nan,-nan,29
4999.99,30,0,30,0,0,0,0,-nan,-nan,29
5999.96,30,0,30,0,0,0,0,-nan,-nan,29
6999.94,30,0,30,0,0,0,0,-nan,-nan,29
7999.85,30,0,30,0,0,0,0,-nan,-nan,29
9000,30,0,30,0,0,0,0,-nan,-nan,29
9999.99,30,0,30,0,0,0,0,-nan,-nan,29
11000,30,0,30,0,0,0,0,-nan,-nan,29
12000,30,0,30,0,0,0,0,-nan,-nan,29
13000,30,0,30,0,0,0,0,-nan,-nan,29
14000,30,1,30,1,0,0,1,-nan,-nan,14
15000,30,0,30,0,0,0,0,-nan,-nan,29
15999.9,30,0,30,0,0,0,0,-nan,-nan,29
16999.9,30,0,30,0,0,0,0,-nan,-nan,29
18000,30,0,30,0,0,0,0,-nan,-nan,29
19000,30,0,30,0,0,0,0,-nan,-nan,29
20000,30,0,30,0,0,0,0,-nan,-nan,29
21000,30,1,30,1,0,0,1,-nan,-nan,14
21999.9,30,0,30,0,0,0,0,-nan,-nan,29
23000,30,1,30,1,0,0,1,-nan,-nan,14
24000,30,0,30,0,0,0,0,-nan,-nan,29
25000,30,0,30,0,0,0,0,-nan,-nan,29
26000,30,0,30,0,0,0,0,-nan,-nan,29
27000,30,1,30,1,0,0,1,-nan,-nan,14
28000,30,0,30,0,0,0,0,-nan,-nan,29
28999.9,30,0,30,0,0,0,0,-nan,-nan,29
30000,30,0,30,0,0,0,0,-nan,-nan,29
30999.9,30,0,30,0,0,0,0,-nan,-nan,29
32000,30,0,30,0,0,0,0,-nan,-nan,29
33000,30,0,30,0,0,0,0,-nan,-nan,29
34000,30,0,30,0,0,0,0,-nan,-nan,29
35000,30,0,30,0,0,0,0,-nan,-nan,29
36000,30,0,30,0,0,0,0,-nan,-nan,29
36999.9,30,0,30,0,0,0,0,-nan,-nan,29
38000,30,0,30,0,0,0,0,-nan,-nan,29
39000,30,0,30,0,0,0,0,-nan,-nan,29
39999.9,30,0,30,0,0,0,0,-nan,-nan,29
41000,30,0,30,0,0,0,0,-nan,-nan,29
42000,30,0,30,0,0,0,0,-nan,-nan,29
43000,30,0,30,0,0,0,0,-nan,-nan,29
44000,30,0,30,0,0,0,0,-nan,-nan,29
45000,30,0,30,0,0,0,0,-nan,-nan,29
46000,30,0,30,0,0,0,0,-nan,-nan,29
46999.9,30,0,30,0,0,0,0,-nan,-nan,29
48000,30,0,30,0,0,0,0,-nan,-nan,29
49000,30,0,30,0,0,0,0,-nan,-nan,29
50000,30,0,30,0,0,0,0,-nan,-nan,29
51000,30,0,30,0,0,0,0,-nan,-nan,29
52000,30,1,30,1,0,0,1,-nan,-nan,14
53000,30,0,30,0,0,0,0,-nan,-nan,29
54000,30,1,30,1,0,0,1,-nan,-nan,14
55000,30,1,30,1,0,0,1,-nan,-nan,14
56000,30,0,30,0,0,0,0,-nan,-nan,29
57000,30,0,30,0,0,0,0,-nan,-nan,29
57999.9,30,0,30,0,0,0,0,-nan,-nan,29
59000,30,0,30,0,0,0,0,-nan,-nan,29
60000,30,0,30,0,0,0,0,-nan,-nan,29
61000,30,0,30,0,0,0,0,-nan,-nan,29
62000,30,0,30,0,0,0,0,-nan,-nan,29
62999.9,30,0,30,0,0,0,0,-nan,-nan,29
64000,30,0,30,0,0,0,0,-nan,-nan,29
65000,30,0,30,0,0,0,0,-nan,-nan,29
65999.9,30,0,30,0,0,0,0,-nan,-nan,29
66999.9,30,0,30,0,0,0,0,-nan,-nan,29
68000,30,0,30,0,0,0,0,-nan,-nan,29
69000,30,0,30,0,0,0,0,-nan,-nan,29
70000,30,0,30,0,0,0,0,-nan,-nan,29
71000,30,0,30,0,0,0,0,-nan,-nan,29
72000,30,0,30,0,0,0,0,-nan,-nan,29
72999.9,30,0,30,0,0,0,0,-nan,-nan,29
74000,30,0,30,0,0,0,0,-nan,-nan,29
75000,30,0,30,0,0,0,0,-nan,-nan,29
76000,30,0,30,0,0,0,0,-nan,-nan,29
76999.9,30,0,30,0,0,0,0,-nan,-nan,29
78000,30,1,30,1,0,0,1,-nan,-nan,14
79000,30,0,30,0,0,0,0,-nan,-nan,29
79999.9,30,0,30,0,0,0,0,-nan,-nan,29
81000,30,1,30,1,0,0,1,-nan,-nan,29
82000,30,0,30,0,0,0,0,-nan,-nan,29
83000,30,0,30,0,0,0,0,-nan,-nan,29
84000,30,1,30,1,0,0,1,-nan,-nan,14
85000,30,0,30,0,0,0,0,-nan,-nan,29
86000,30,0,30,0,0,0,0,-nan,-nan,29
87000,30,0,30,0,0,0,0,-nan,-nan,29
88000,30,0,30,0,0,0,0,-nan,-nan,29
89000,30,0,30,0,0,0,0,-nan,-nan,29
90000,30,0,30,0,0,0,0,-nan,-nan,29
91000,30,0,30,0,0,0,0,-nan,-nan,29
92000,30,0,30,0,0,0,0,-nan,-nan,29
92999.9,30,0,30,0,0,0,0,-nan,-nan,29
94000,30,0,30,0,0,0,0,-nan,-nan,29
95000,30,0,30,0,0,0,0,-nan,-nan,29
96000,30,0,30,0,0,0,0,-nan,-nan,29
97000,30,0,30,0,0,0,0,-nan,-nan,29
98000,30,0,30,0,0,0,0,-nan,-nan,29
99000,30,0,30,0,0,0,0,-nan,-nan,29
100000,30,0,30,0,0,0,0,-nan,-nan,29
101000,30,0,30,0,0,0,0,-nan,-nan,29
102000,30,1,30,1,0,0,1,-nan,-nan,14
103000,30,1,30,1,0,0,1,-nan,-nan,14
104000,30,1,30,1,0,0,1,-nan,-nan,14
105000,30,0,30,0,0,0,0,-nan,-nan,29
106000,30,0,30,0,0,0,0,-nan,-nan,29
107000,30,0,30,0,0,0,0,-nan,-nan,29
108000,30,0,30,0,0,0,0,-nan,-nan,29
109000,30,0,30,0,0,0,0,-nan,-nan,29
110000,30,0,30,0,0,0,0,-nan,-nan,29
111000,30,1,30,1,0,0,1,-nan,-nan,14
112000,30,0,30,0,0,0,0,-nan,-nan,29
113000,30,0,30,0,0,0,0,-nan,-nan,29
114000,30,0,30,0,0,0,0,-nan,-nan,29
115000,30,0,30,0,0,0,0,-nan,-nan,29
116000,30,0,30,0,0,0,0,-nan,-nan,29
117000,30,0,30,0,0,0,0,-nan,-nan,29
118000,30,1,30,1,0,0,1,-nan,-nan,14
119000,30,0,30,0,0,0,0,-nan,-nan,29
120000,30,0,30,0,0,0,0,-nan,-nan,29
121000,30,0,30,0,0,0,0,-nan,-nan,29
122000,30,0,30,0,0,0,0,-nan,-nan,29
123000,30,0,30,0,0,0,0,-nan,-nan,29
124000,30,1,30,1,0,0,1,-nan,-nan,14
125000,30,0,30,0,0,0,0,-nan,-nan,29
126000,30,0,30,0,0,0,0,-nan,-nan,29
127000,30,0,30,0,0,0,0,-nan,-nan,29
128000,30,0,30,0,0,0,0,-nan,-nan,29
129000,30,0,30,0,0,0,0,-nan,-nan,29
130000,30,0,30,0,0,0,0,-nan,-nan,29
131000,30,0,30,0,0,0,0,-nan,-nan,29
132000,30,0,30,0,0,0,0,-nan,-nan,29
133000,30,1,30,1,0,0,1,-nan,-nan,14
134000,30,0,30,0,0,0,0,-nan,-nan,29
135000,30,0,30,0,0,0,0,-nan,-nan,29
136000,30,0,30,0,0,0,0,-nan,-nan,29
137000,30,0,30,0,0,0,0,-nan,-nan,29
138000,30,0,30,0,0,0,0,-nan,-nan,29
139000,30,0,30,0,0,0,0,-nan,-nan,29
140000,30,0,30,0,0,0,0,-nan,-nan,29
141000,30,0,30,0,0,0,0,-nan,-nan,29
142000,30,0,30,0,0,0,0,-nan,-nan,29
143000,30,0,30,0,0,0,0,-nan,-nan,29
144000,30,0,30,0,0,0,0,-nan,-nan,29
145000,30,0,30,0,0,0,0,-nan,-nan,29
146000,30,0,30,0,0,0,0,-nan,-nan,29
147000,30,0,30,0,0,0,0,-nan,-nan,29
148000,30,1,30,1,0,0,1,-nan,-nan,14
149000,30,0,30,0,0,0,0,-nan,-nan,29
150000,30,0,30,0,0,0,0,-nan,-nan,29
151000,30,0,30,0,0,0,0,-nan,-nan,29
152000,30,0,30,0,0,0,0,-nan,-nan,29
153000,30,0,30,0,0,0,0,-nan,-nan,29
154000,30,0,30,0,0,0,0,-nan,-nan,29
155000,30,0,30,0,0,0,0,-nan,-nan,29
156000,30,0,30,0,0,0,0,-nan,-nan,29
157000,30,0,30,0,0,0,0,-nan,-nan,29
158000,30,0,30,0,0,0,0,-nan,-nan,29
159000,30,0,30,0,0,0,0,-nan,-nan,29
160000,30,0,30,0,0,0,0,-nan,-nan,29
161000,30,0,30,0,0,0,0,-nan,-nan,29
162000,30,0,30,0,0,0,0,-nan,-nan,29
163000,30,0,30,0,0,0,0,-nan,-nan,29
164000,30,0,30,0,0,0,0,-nan,-nan,29
165000,30,0,30,0,0,0,0,-nan,-nan,29
166000,30,0,30,0,0,0,0,-nan,-nan,29
167000,30,0,30,0,0,0,0,-nan,-nan,29
168000,30,0,30,0,0,0,0,-nan,-nan,29
169000,30,0,30,0,0,0,0,-nan,-nan,29
170000,30,1,30,1,0,0,1,-nan,-nan,14
171000,30,0,30,0,0,0,0,-nan,-nan,29
172000,30,0,30,0,0,0,0,-nan,-nan,29
173000,30,0,30,0,0,0,0,-nan,-nan,29
174000,30,0,30,0,0,0,0,-nan,-nan,29
175000,30,0,30,0,0,0,0,-nan,-nan,29
176000,30,0,30,0,0,0,0,-nan,-nan,29
177000,30,0,30,0,0,0,0,-nan,-nan,29
178000,30,0,30,0,0,0,0,-nan,-nan,29
179000,30,0,30,0,0,0,0,-nan,-nan,29
180000,30,0,30,0,0,0,0,-nan,-nan,29
181000,30,0,30,0,0,0,0,-nan,-nan,29
182000,30,0,30,0,0,0,0,-nan,-nan,29
183000,30,0,30,0,0,0,0,-nan,-nan,29
184000,30,0,30,0,0,0,0,-nan,-nan,29
185000,30,0,30,0,0,0,0,-nan,-nan,29
186000,30,0,30,0,0,0,0,-nan,-nan,29
187000,30,0,30,0,0,0,0,-nan,-nan,29
188000,30,0,30,0,0,0,0,-nan,-nan,29
189000,30,0,30,0,0,0,0,-nan,-nan,29
190000,30,0,30,0,0,0,0,-nan,-nan,29
191000,30,0,30,0,0,0,0,-nan,-nan,29
192000,30,0,30,0,0,0,0,-nan,-nan,29
193000,30,0,30,0,0,0,0,-nan,-nan,29
194000,30,0,30,0,0,0,0,-nan,-nan,29
195000,30,0,30,0,0,0,0,-nan,-nan,29
196000,30,0,30,0,0,0,0,-nan,-nan,29
197000,30,0,30,0,0,0,0,-nan,-nan,29
198000,30,0,30,0,0,0,0,-nan,-nan,29
199000,30,0,30,0,0,0,0,-nan,-nan,29
200000,30,0,30,0,0,0,0,-nan,-nan,29
Time (s),Template length,# TC bonds,# Active template sites (s),# total,# Polymers,# other way of counting Polymers,# Monomers,<pollength/siteidx> avg over polymers,<attached by/polymer length> avg over polymers,<spacing> avg over polymers 
0,30,0,30,0,0,0,0,-nan,-nan,29
999.983,30,0,30,0,0,0,0,-nan,-nan,29
2000,30,1,30,1,0,0,1,-nan,-nan,14
2999.99,30,0,30,0,0,0,0,-nan,-nan,29
3999.96,30,0,30,0,0,0,0,-nan,-nan,29
4999.99,30,0,30,0,0,0,0,-nan,-nan,29
5999.96,30,0,30,0,0,0,0,-nan,-nan,29
6999.94,30,0,30,0,0,0,0,-nan,-nan,29
7999.85,30,0,30,0,0,0,0,-nan,-nan,29
9000,30,0,30,0,0,0,0,-nan,-nan,29
9999.99,30,0,30,0,0,0,0,-nan,-nan,29
11000,30,0,30,0,0,0,0,-nan,-nan,29
12000,30,0,30,0,0,0,0,-nan,-nan,29
13000,30,0,30,0,0,0,0,-nan,-nan,29
14000,30,1,30,1,0,0,1,-nan,-nan,14
15000,30,0,30,0,0,0,0,-nan,-nan,29
15999.9,30,0,30,0,0,0,0,-nan,-nan,29
16999.9,30,0,30,0,0,0,0,-nan,-nan,29
18000,30,0,30,0,0,0,0,-nan,-nan,29
19000,30,0,30,0,0,0,0,-nan,-nan,29
20000,30,0,30,0,0,0,0,-nan,-nan,29
21000,30,1,30,1,0,0,1,-nan,-nan,14
21999.9,30,0,30,0,0,0,0,-nan,-nan,29
23000,30,1,30,1,0,0,1,-nan,-nan,14
24000,30,0,30,0,0,0,0,-nan,-nan,29
25000,30,0,30,0,0,0,0,-nan,-nan,29
26000,30,0,30,0,0,0,0,-nan,-nan,29
27000,30,1,30,1,0,0,1,-nan,-nan,14
28000,30,0,30,0,0,0,0,-nan,-nan,29
28999.9,30,0,30,0,0,0,0,-nan,-nan,29
30000,30,0,30,0,0,0,0,-nan,-nan,29
30999.9,30,0,30,0,0,0,0,-nan,-nan,29
32000,30,0,30,0,0,0,0,-nan,-nan,29
33000,30,0,30,0,0,0,0,-nan,-nan,29
34000,30,0,30,0,0,0,0,-nan,-nan,29
35000,30,0,30,0,0,0,0,-nan,-nan,29
36000,30,0,30,0,0,0,0,-nan,-nan,29
36999.9,30,0,30,0,0,0,0,-nan,-nan,29
38000,30,0,30,0,0,0,0,-nan,-nan,29
39000,30,0,30,0,0,0,0,-nan,-nan,29
39999.9,30,0,30,0,0,0,0,-nan,-nan,29
41000,30,0,30,0,0,0,0,-nan,-nan,29
42000,30,0,30,0,0,0,0,-nan,-nan,29
43000,30,0,30,0,0,0,0,-nan,-nan,29
44000,30,0,30,0,0,0,0,-nan,-nan,29
45000,30,0,30,0,0,0,0,-nan,-nan,29
46000,30,0,30,0,0,0,0,-nan,-nan,29
46999.9,30,0,30,0,0,0,0,-nan,-nan,29
48000,30,0,30,0,0,0,0,-nan,-nan,29
49000,30,0,30,0,0,0,0,-nan,-nan,29
50000,30,0,30,0,0,0,0,-nan,-nan,29
51000,30,0,30,0,0,0,0,-nan,-nan,29
52000,30,1,30,1,0,0,1,-nan,-nan,14
53000,30,0,30,0,0,0,0,-nan,-nan,29
