index,Gend,Complete probability,Complete samples,Error,Mean length,Total samples
0.0,0.0,0.029200000000000004,58.4,0.0,15.715,2000.0
0.5,0.5,0.052500000000000005,105.0,0.0,16.1566,2000.0
1.0,1.0,0.08700000000000001,174.0,0.0,16.724700000000002,2000.0
1.5,1.5,0.1363,272.6,0.0,17.171,2000.0
2.0,2.0,0.2048,409.6,0.0,18.302699999999998,2000.0
2.5,2.5,0.3045,609.0,0.0,19.9812,2000.0
3.0,3.0,0.4175,835.0,0.0,21.424,2000.0
3.5,3.5,0.5324,1064.8,0.0,23.28,2000.0
4.0,4.0,0.659,1318.0,0.0,25.0302,2000.0
4.5,4.5,0.765,1530.0,0.0,26.6005,2000.0
5.0,5.0,0.8382,1676.4,0.0,27.622500000000002,2000.0
5.5,5.5,0.8876,1775.2,0.0,28.413599999999995,2000.0
6.0,6.0,0.9285,1857.0,0.0,29.0022,2000.0
6.5,6.5,0.9526,1905.2,0.0,29.275,2000.0
7.0,7.0,0.9633,1926.6,0.0,29.468400000000003,2000.0
7.5,7.5,0.9701000000000001,1940.2,0.0,29.5613,2000.0
8.0,8.0,0.9712,1942.4,0.0,29.588800000000003,2000.0
8.5,8.5,0.9643,1928.6,0.0,29.475900000000003,2000.0
9.0,9.0,0.9458,1891.6,0.0,29.1839,2000.0
9.5,9.5,0.9174,1834.8,0.0,28.7323,2000.0
10.0,10.0,0.8727,1745.4,0.0,28.004900000000003,2000.0
10.5,10.5,0.8115,1623.0,0.0,26.862100000000005,2000.0
11.0,11.0,0.7529,1505.8,0.0,25.564300000000003,2000.0
11.5,11.5,0.7285,1457.0,0.0,25.035400000000003,2000.0
12.0,12.0,0.718,1436.0,0.0,24.589499999999997,2000.0
12.5,12.5,0.7033,1406.6,0.0,24.2156,2000.0
13.0,13.0,0.699,1398.0,0.0,24.0734,2000.0
13.5,13.5,0.6917000000000001,1383.4,0.0,23.8385,2000.0
14.0,14.0,0.6829,1365.8,0.0,23.6441,2000.0
14.5,14.5,0.6733,1346.6,0.0,23.376800000000003,2000.0
15.0,15.0,0.6756,1351.2,0.0,23.446400000000004,2000.0
15.5,15.5,0.6677,1335.4,0.0,23.108500000000003,2000.0
16.0,16.0,0.6703,1340.6,0.0,23.0795,2000.0
16.5,16.5,0.6557,1311.4,0.0,22.7931,2000.0
17.0,17.0,0.6584999999999999,1317.0,0.0,22.795299999999997,2000.0
17.5,17.5,0.6551,1310.2,0.0,22.737900000000003,2000.0
18.0,18.0,0.6413,1282.6,0.0,22.351000000000003,2000.0
18.5,18.5,0.6433,1286.6,0.0,22.363599999999998,2000.0
19.0,19.0,0.6323,1264.6,0.0,22.026699999999998,2000.0
19.5,19.5,0.6085,1217.0,0.0,21.296,2000.0
20.0,20.0,0.5841999999999999,1168.4,0.0,20.631700000000002,2000.0
20.5,20.5,0.548,1096.0,0.0,19.426399999999997,2000.0
21.0,21.0,0.48949999999999994,979.0,0.0,17.6488,2000.0
21.5,21.5,0.4513,902.6,0.0,16.2934,2000.0
22.0,22.0,0.3757,751.4,0.0,13.9021,2000.0
22.5,22.5,0.3149,629.8,0.0,11.992700000000001,2000.0
23.0,23.0,0.2679,535.8,0.0,10.551400000000001,2000.0
23.5,23.5,0.2271,454.2,0.0,9.2638,2000.0
24.0,24.0,0.2023,404.6,0.0,8.4698,2000.0
24.5,24.5,0.1899,379.8,0.0,8.0932,2000.0
25.0,25.0,0.1896,379.2,0.0,8.072700000000001,2000.0
25.5,25.5,0.18569999999999998,371.4,0.0,7.9657,2000.0
26.0,26.0,0.1875,375.0,0.0,8.1277,2000.0
26.5,26.5,0.2065,413.0,0.0,8.6244,2000.0
27.0,27.0,0.21869999999999998,437.4,0.0,9.057199999999998,2000.0
27.5,27.5,0.2472,494.4,0.0,9.9128,2000.0
28.0,28.0,0.28070000000000006,561.4,0.0,11.0977,2000.0
28.5,28.5,0.346,692.0,0.0,13.0708,2000.0
29.0,29.0,0.44480000000000003,889.6,0.0,16.0744,2000.0
29.5,29.5,0.5829,1165.8,0.0,20.147399999999998,2000.0
30.0,30.0,0.733,1466.0,0.0,23.8878,2000.0
30.5,30.5,0.8321,1664.2,0.0,26.317400000000003,2000.0
31.0,31.0,0.9014999999999999,1803.0,0.0,27.9301,2000.0
31.5,31.5,0.9358000000000001,1871.6,0.0,28.6894,2000.0
32.0,32.0,0.9522999999999999,1904.6,0.0,29.075,2000.0
32.5,32.5,0.9603999999999999,1920.8,0.0,29.285700000000002,2000.0
33.0,33.0,0.9602999999999999,1920.6,0.0,29.354200000000002,2000.0
33.5,33.5,0.9475,1895.0,0.0,29.194899999999997,2000.0
34.0,34.0,0.9203356834941339,1286.8,0.0,28.852665195570808,1398.0
34.5,34.5,0.888455578413093,795.4,0.0,28.376295417357007,895.4
35.0,35.0,0.8240490399665156,459.0,0.0,27.413777515355537,556.8
35.5,35.5,0.7418643427061509,279.6,0.0,26.10849867703097,376.8
36.0,36.0,0.6416854159642744,176.2,0.0,24.820892237599388,274.4
36.5,36.5,0.5024057130030626,92.2,0.0,22.66915072158567,182.6
37.0,37.0,0.3787667442716402,60.0,0.0,20.693503561412065,158.4
37.5,37.5,0.25719699681957114,34.2,0.0,19.135731007210953,132.0
38.0,38.0,0.15026157821000347,18.4,0.0,16.736096087528736,121.8
38.5,38.5,0.08783926040267107,8.8,0.0,15.559563659229065,101.2
39.0,39.0,0.06339587448088468,6.4,0.0,15.514607177658661,102.4
39.5,39.5,0.036245624552785786,3.4,0.0,14.67264873392162,91.6
40.0,40.0,0.019077843837663606,1.8,0.0,14.734368931758524,93.6
40.5,40.5,0.004227389031037936,0.4,0.0,14.164509164333637,90.2
41.0,41.0,0.003918195718654434,0.4,0.0,14.561108090024998,99.0
41.5,41.5,0.0,0.0,,14.595428034079578,91.8
42.0,42.0,0.0,0.0,,14.447577604643769,99.6
42.5,42.5,0.0,0.0,,14.378043192855788,94.4
43.0,43.0,0.0,0.0,,14.687597280412174,104.0
43.5,43.5,0.0,0.0,,14.219059227704651,106.4
44.0,44.0,0.0,0.0,,14.056743547665084,105.0
44.5,44.5,0.0,0.0,,14.480156445714176,111.8
