seed,length_limit,time_limit,max_pols,k0,k,kact,ConcEff,Gact,Gbb,Conc0,Conc1,G0,G1,Ggen,Gend,outputfilename,outputtrajfilename,print_flag,print_valid_trans_flag,write_output_flag,write_traj_flag,traj_write_interval,breakable_backbone_flag,off_rate_discrim_flag,test_tact_flag,local_updates_flag,use_test_rates_flag
287622,30,10000000,2000,1,1,0,100,0,-20,0,1,0,-4,-16,0.0,output.csv,traj.csv,0,0,1,1,250000,1,1,0,1,0
287623,30,10000000,2000,1,1,0,100,0,-20,0,1,0,-4,-16,0.0,output.csv,traj.csv,0,0,1,1,250000,1,1,0,1,0
287624,30,10000000,2000,1,1,0,100,0,-20,0,1,0,-4,-16,0.0,output.csv,traj.csv,0,0,1,1,250000,1,1,0,1,0
287625,30,10000000,2000,1,1,0,100,0,-20,0,1,0,-4,-16,0.0,output.csv,traj.csv,0,0,1,1,250000,1,1,0,1,0
287626,30,10000000,2000,1,1,0,100,0,-20,0,1,0,-4,-16,0.0,output.csv,traj.csv,0,0,1,1,250000,1,1,0,1,0
287627,30,10000000,2000,1,1,0,100,0,-20,0,1,0,-4,-16,0.5,output.csv,traj.csv,0,0,1,1,250000,1,1,0,1,0
287628,30,10000000,2000,1,1,0,100,0,-20,0,1,0,-4,-16,0.5,output.csv,traj.csv,0,0,1,1,250000,1,1,0,1,0
287629,30,10000000,2000,1,1,0,100,0,-20,0,1,0,-4,-16,0.5,output.csv,traj.csv,0,0,1,1,250000,1,1,0,1,0
287630,30,10000000,2000,1,1,0,100,0,-20,0,1,0,-4,-16,0.5,output.csv,traj.csv,0,0,1,1,250000,1,1,0,1,0
287631,30,10000000,2000,1,1,0,100,0,-20,0,1,0,-4,-16,0.5,output.csv,traj.csv,0,0,1,1,250000,1,1,0,1,0
287632,30,10000000,2000,1,1,0,100,0,-20,0,1,0,-4,-16,1.0,output.csv,traj.csv,0,0,1,1,250000,1,1,0,1,0
287633,30,10000000,2000,1,1,0,100,0,-20,0,1,0,-4,-16,1.0,output.csv,traj.csv,0,0,1,1,250000,1,1,0,1,0
