index,Gend,Complete probability,Complete samples,Error,Mean length,Total samples
0.0,0.0,0.1121,224.2,0.0,5.997800000000001,2000.0
0.5,0.5,0.1729,345.8,0.0,6.2756,2000.0
1.0,1.0,0.25780000000000003,515.6,0.0,6.6855,2000.0
1.5,1.5,0.368,736.0,0.0,7.180400000000001,2000.0
2.0,2.0,0.48230000000000006,964.6,0.0,7.6867,2000.0
2.5,2.5,0.601,1202.0,0.0,8.216000000000001,2000.0
3.0,3.0,0.7137,1427.4,0.0,8.718,2000.0
3.5,3.5,0.8051999999999999,1610.4,0.0,9.109300000000001,2000.0
4.0,4.0,0.8737999999999999,1747.6,0.0,9.4292,2000.0
4.5,4.5,0.9142000000000001,1828.4,0.0,9.6151,2000.0
5.0,5.0,0.9466000000000001,1893.2,0.0,9.7591,2000.0
5.5,5.5,0.9681,1936.2,0.0,9.8506,2000.0
6.0,6.0,0.9800000000000001,1960.0,0.0,9.9078,2000.0
6.5,6.5,0.9843,1968.6,0.0,9.9303,2000.0
7.0,7.0,0.9893000000000001,1978.6,0.0,9.9523,2000.0
7.5,7.5,0.9918000000000001,1983.6,0.0,9.9631,2000.0
8.0,8.0,0.9928000000000001,1985.6,0.0,9.967300000000002,2000.0
8.5,8.5,0.9884999999999999,1977.0,0.0,9.947700000000001,2000.0
9.0,9.0,0.9865,1973.0,0.0,9.9363,2000.0
9.5,9.5,0.9772000000000001,1954.4,0.0,9.8932,2000.0
10.0,10.0,0.9615,1923.0,0.0,9.814,2000.0
10.5,10.5,0.9380000000000001,1876.0,0.0,9.677200000000001,2000.0
11.0,11.0,0.9141999999999999,1828.4,0.0,9.5404,2000.0
11.5,11.5,0.8902999999999999,1780.6,0.0,9.371500000000001,2000.0
12.0,12.0,0.8763000000000002,1752.6,0.0,9.2681,2000.0
12.5,12.5,0.8644999999999999,1729.0,0.0,9.1822,2000.0
13.0,13.0,0.8634000000000001,1726.8,0.0,9.1478,2000.0
13.5,13.5,0.8499000000000001,1699.8,0.0,9.044900000000002,2000.0
14.0,14.0,0.8391,1678.2,0.0,8.9728,2000.0
14.5,14.5,0.8343,1668.6,0.0,8.9338,2000.0
15.0,15.0,0.8276999999999999,1655.4,0.0,8.8887,2000.0
15.5,15.5,0.8221,1644.2,0.0,8.8292,2000.0
16.0,16.0,0.8189,1637.8,0.0,8.820200000000002,2000.0
16.5,16.5,0.8146999999999999,1629.4,0.0,8.774000000000001,2000.0
17.0,17.0,0.8186,1637.2,0.0,8.802600000000002,2000.0
17.5,17.5,0.8136000000000001,1627.2,0.0,8.750300000000001,2000.0
18.0,18.0,0.7994,1598.8,0.0,8.6659,2000.0
18.5,18.5,0.7926,1585.2,0.0,8.601899999999999,2000.0
19.0,19.0,0.7802999999999999,1560.6,0.0,8.502799999999999,2000.0
19.5,19.5,0.7579,1515.8,0.0,8.3063,2000.0
