seed,length_limit,time_limit,max_pols,k0,k,kact,ConcEff,Gact,Gbb,Conc0,Conc1,G0,G1,Ggen,Gend,outputfilename,outputtrajfilename,print_flag,print_valid_trans_flag,write_output_flag,write_traj_flag,traj_write_interval,breakable_backbone_flag,off_rate_discrim_flag,test_tact_flag,local_updates_flag,use_test_rates_flag
1304272,100,10000000,2000,1,1,0,100,0,-20,0,1,0,-4,-12,0.0,output.csv,traj.csv,0,0,1,1,250000,1,1,0,1,0
1304273,100,10000000,2000,1,1,0,100,0,-20,0,1,0,-4,-12,0.0,output.csv,traj.csv,0,0,1,1,250000,1,1,0,1,0
1304274,100,10000000,2000,1,1,0,100,0,-20,0,1,0,-4,-12,0.0,output.csv,traj.csv,0,0,1,1,250000,1,1,0,1,0
1304275,100,10000000,2000,1,1,0,100,0,-20,0,1,0,-4,-12,0.0,output.csv,traj.csv,0,0,1,1,250000,1,1,0,1,0
1304276,100,10000000,2000,1,1,0,100,0,-20,0,1,0,-4,-12,0.0,output.csv,traj.csv,0,0,1,1,250000,1,1,0,1,0
1304277,100,10000000,2000,1,1,0,100,0,-20,0,1,0,-4,-12,0.5,output.csv,traj.csv,0,0,1,1,250000,1,1,0,1,0
1304278,100,10000000,2000,1,1,0,100,0,-20,0,1,0,-4,-12,0.5,output.csv,traj.csv,0,0,1,1,250000,1,1,0,1,0
1304279,100,10000000,2000,1,1,0,100,0,-20,0,1,0,-4,-12,0.5,output.csv,traj.csv,0,0,1,1,250000,1,1,0,1,0
1304280,100,10000000,2000,1,1,0,100,0,-20,0,1,0,-4,-12,0.5,output.csv,traj.csv,0,0,1,1,250000,1,1,0,1,0
1304281,100,10000000,2000,1,1,0,100,0,-20,0,1,0,-4,-12,0.5,output.csv,traj.csv,0,0,1,1,250000,1,1,0,1,0
1304282,100,10000000,2000,1,1,0,100,0,-20,0,1,0,-4,-12,1.0,output.csv,traj.csv,0,0,1,1,250000,1,1,0,1,0
1304283,100,10000000,2000,1,1,0,100,0,-20,0,1,0,-4,-12,1.0,output.csv,traj.csv,0,0,1,1,250000,1,1,0,1,0
1304284,100,10000000,2000,1,1,0,100,0,-20,0,1,0,-4,-12,1.0,output.csv,traj.csv,0,0,1,1,250000,1,1,0,1,0
1304285,100,10000000,2000,1,1,0,100,0,-20,0,1,0,-4,-12,1.0,output.csv,traj.csv,0,0,1,1,250000,1,1,0,1,0
1304286,100,10000000,2000,1,1,0,100,0,-20,0,1,0,-4,-12,1.0,output.csv,traj.csv,0,0,1,1,250000,1,1,0,1,0
1304287,100,10000000,2000,1,1,0,100,0,-20,0,1,0,-4,-12,1.5,output.csv,traj.csv,0,0,1,1,250000,1,1,0,1,0
1304288,100,10000000,2000,1,1,0,100,0,-20,0,1,0,-4,-12,1.5,output.csv,traj.csv,0,0,1,1,250000,1,1,0,1,0
1304289,100,10000000,2000,1,1,0,100,0,-20,0,1,0,-4,-12,1.5,output.csv,traj.csv,0,0,1,1,250000,1,1,0,1,0
1304290,100,10000000,2000,1,1,0,100,0,-20,0,1,0,-4,-12,1.5,output.csv,traj.csv,0,0,1,1,250000,1,1,0,1,0
1304291,100,10000000,2000,1,1,0,100,0,-20,0,1,0,-4,-12,1.5,output.csv,traj.csv,0,0,1,1,250000,1,1,0,1,0
1304292,100,10000000,2000,1,1,0,100,0,-20,0,1,0,-4,-12,2.0,output.csv,traj.csv,0,0,1,1,250000,1,1,0,1,0
1304293,100,10000000,2000,1,1,0,100,0,-20,0,1,0,-4,-12,2.0,output.csv,traj.csv,0,0,1,1,250000,1,1,0,1,0
1304294,100,10000000,2000,1,1,0,100,0,-20,0,1,0,-4,-12,2.0,output.csv,traj.csv,0,0,1,1,250000,1,1,0,1,0
1304295,100,10000000,2000,1,1,0,100,0,-20,0,1,0,-4,-12,2.0,output.csv,traj.csv,0,0,1,1,250000,1,1,0,1,0
1304296,100,10000000,2000,1,1,0,100,0,-20,0,1,0,-4,-12,2.0,output.csv,traj.csv,0,0,1,1,250000,1,1,0,1,0
1304297,100,10000000,2000,1,1,0,100,0,-20,0,1,0,-4,-12,2.5,output.csv,traj.csv,0,0,1,1,250000,1,1,0,1,0
1304298,100,10000000,2000,1,1,0,100,0,-20,0,1,0,-4,-12,2.5,output.csv,traj.csv,0,0,1,1,250000,1,1,0,1,0
1304299,100,10000000,2000,1,1,0,100,0,-20,0,1,0,-4,-12,2.5,output.csv,traj.csv,0,0,1,1,250000,1,1,0,1,0
1304300,100,10000000,2000,1,1,0,100,0,-20,0,1,0,-4,-12,2.5,output.csv,traj.csv,0,0,1,1,250000,1,1,0,1,0
1304301,100,10000000,2000,1,1,0,100,0,-20,0,1,0,-4,-12,2.5,output.csv,traj.csv,0,0,1,1,250000,1,1,0,1,0
1304302,100,10000000,2000,1,1,0,100,0,-20,0,1,0,-4,-12,3.0,output.csv,traj.csv,0,0,1,1,250000,1,1,0,1,0
1304303,100,10000000,2000,1,1,0,100,0,-20,0,1,0,-4,-12,3.0,output.csv,traj.csv,0,0,1,1,250000,1,1,0,1,0
1304304,100,10000000,2000,1,1,0,100,0,-20,0,1,0,-4,-12,3.0,output.csv,traj.csv,0,0,1,1,250000,1,1,0,1,0
1304305,100,10000000,2000,1,1,0,100,0,-20,0,1,0,-4,-12,3.0,output.csv,traj.csv,0,0,1,1,250000,1,1,0,1,0
1304306,100,10000000,2000,1,1,0,100,0,-20,0,1,0,-4,-12,3.0,output.csv,traj.csv,0,0,1,1,250000,1,1,0,1,0
1304307,100,10000000,2000,1,1,0,100,0,-20,0,1,0,-4,-12,3.5,output.csv,traj.csv,0,0,1,1,250000,1,1,0,1,0
1304308,100,10000000,2000,1,1,0,100,0,-20,0,1,0,-4,-12,3.5,output.csv,traj.csv,0,0,1,1,250000,1,1,0,1,0
1304309,100,10000000,2000,1,1,0,100,0,-20,0,1,0,-4,-12,3.5,output.csv,traj.csv,0,0,1,1,250000,1,1,0,1,0
1304310,100,10000000,2000,1,1,0,100,0,-20,0,1,0,-4,-12,3.5,output.csv,traj.csv,0,0,1,1,250000,1,1,0,1,0
1304311,100,10000000,2000,1,1,0,100,0,-20,0,1,0,-4,-12,3.5,output.csv,traj.csv,0,0,1,1,250000,1,1,0,1,0
1304312,100,10000000,2000,1,1,0,100,0,-20,0,1,0,-4,-12,4.0,output.csv,traj.csv,0,0,1,1,250000,1,1,0,1,0
1304313,100,10000000,2000,1,1,0,100,0,-20,0,1,0,-4,-12,4.0,output.csv,traj.csv,0,0,1,1,250000,1,1,0,1,0
1304314,100,10000000,2000,1,1,0,100,0,-20,0,1,0,-4,-12,4.0,output.csv,traj.csv,0,0,1,1,250000,1,1,0,1,0
1304315,100,10000000,2000,1,1,0,100,0,-20,0,1,0,-4,-12,4.0,output.csv,traj.csv,0,0,1,1,250000,1,1,0,1,0
1304316,100,10000000,2000,1,1,0,100,0,-20,0,1,0,-4,-12,4.0,output.csv,traj.csv,0,0,1,1,250000,1,1,0,1,0
1304317,100,10000000,2000,1,1,0,100,0,-20,0,1,0,-4,-12,4.5,output.csv,traj.csv,0,0,1,1,250000,1,1,0,1,0
1304318,100,10000000,2000,1,1,0,100,0,-20,0,1,0,-4,-12,4.5,output.csv,traj.csv,0,0,1,1,250000,1,1,0,1,0
