index,Gend,Complete probability,Complete samples,Error,Mean length,Total samples
0.0,0.0,0.009600000000000001,19.2,0.0,51.8156,2000.0
0.5,0.5,0.018099999999999998,36.2,0.0,51.8488,2000.0
1.0,1.0,0.027800000000000002,55.6,0.0,53.0607,2000.0
1.5,1.5,0.0452,90.4,0.0,53.5089,2000.0
2.0,2.0,0.0769,153.8,0.0,55.278,2000.0
2.5,2.5,0.1153,230.6,0.0,57.08950000000001,2000.0
3.0,3.0,0.181,362.0,0.0,60.1225,2000.0
3.5,3.5,0.26230000000000003,524.6,0.0,63.7779,2000.0
4.0,4.0,0.3667,733.4,0.0,69.3187,2000.0
4.5,4.5,0.5034,1006.8,0.0,76.03299999999999,2000.0
5.0,5.0,0.6276999999999999,1255.4,0.0,81.748,2000.0
5.5,5.5,0.7354999999999999,1471.0,0.0,87.21929999999999,2000.0
6.0,6.0,0.8374,1674.8,0.0,92.1774,2000.0
6.5,6.5,0.8924,1784.8,0.0,94.55640000000001,2000.0
7.0,7.0,0.8974,1794.8,0.0,94.3325,2000.0
7.5,7.5,0.898,1796.0,0.0,93.9081,2000.0
8.0,8.0,0.8911,1782.2,0.0,93.48100000000001,2000.0
8.5,8.5,0.8908999999999999,1781.8,0.0,93.3283,2000.0
9.0,9.0,0.8929,1785.8,0.0,93.12819999999999,2000.0
9.5,9.5,0.8865999999999999,1773.2,0.0,92.92830000000001,2000.0
10.0,10.0,0.8846999999999999,1769.4,0.0,92.5827,2000.0
10.5,10.5,0.883,1766.0,0.0,92.6182,2000.0
11.0,11.0,0.8788,1757.6,0.0,92.18820000000001,2000.0
11.5,11.5,0.8831,1766.2,0.0,92.5099,2000.0
12.0,12.0,0.877,1754.0,0.0,91.72569999999999,2000.0
12.5,12.5,0.883,1766.0,0.0,92.3797,2000.0
13.0,13.0,0.8774000000000001,1754.8,0.0,91.90639999999999,2000.0
13.5,13.5,0.8731,1746.2,0.0,91.7134,2000.0
14.0,14.0,0.8756999999999999,1751.4,0.0,91.4555,2000.0
14.5,14.5,0.8721,1744.2,0.0,91.3376,2000.0
15.0,15.0,0.8676,1735.2,0.0,91.03139999999999,2000.0
15.5,15.5,0.8574999999999999,1715.0,0.0,89.96839999999999,2000.0
16.0,16.0,0.8448,1689.6,0.0,88.5919,2000.0
16.5,16.5,0.8301000000000001,1660.2,0.0,87.11780000000002,2000.0
17.0,17.0,0.8108000000000001,1621.6,0.0,85.0055,2000.0
17.5,17.5,0.7701999999999999,1540.4,0.0,81.10570000000001,2000.0
18.0,18.0,0.709,1418.0,0.0,74.7225,2000.0
18.5,18.5,0.6495,1299.0,0.0,68.5837,2000.0
19.0,19.0,0.5662999999999999,1132.6,0.0,60.101200000000006,2000.0
19.5,19.5,0.4808,961.6,0.0,51.3454,2000.0
20.0,20.0,0.3964,792.8,0.0,42.666399999999996,2000.0
20.5,20.5,0.33609999999999995,672.2,0.0,36.6241,2000.0
21.0,21.0,0.2947,589.4,0.0,32.2979,2000.0
21.5,21.5,0.272,544.0,0.0,29.7952,2000.0
22.0,22.0,0.25539999999999996,510.8,0.0,28.122500000000002,2000.0
22.5,22.5,0.24710000000000001,494.2,0.0,27.387400000000003,2000.0
23.0,23.0,0.25670000000000004,513.4,0.0,28.2577,2000.0
23.5,23.5,0.28099999999999997,562.0,0.0,31.016699999999997,2000.0
24.0,24.0,0.32130000000000003,642.6,0.0,35.2196,2000.0
24.5,24.5,0.38560000000000005,771.2,0.0,41.930899999999994,2000.0
25.0,25.0,0.49829999999999997,996.6,0.0,53.3316,2000.0
25.5,25.5,0.6736,1347.2,0.0,71.08959999999999,2000.0
26.0,26.0,0.8206,1641.2,0.0,88.43620000000001,2000.0
26.5,26.5,0.7672,1534.4,0.0,87.87810000000002,2000.0
27.0,27.0,0.6389,1277.8,0.0,82.355,2000.0
27.5,27.5,0.5085999999999999,1017.2,0.0,75.80109999999999,2000.0
28.0,28.0,0.38680000000000003,773.6,0.0,69.996,2000.0
28.5,28.5,0.26890000000000003,537.8,0.0,64.15129999999999,2000.0
29.0,29.0,0.1809,361.8,0.0,59.7039,2000.0
29.5,29.5,0.1196,239.2,0.0,56.86780000000001,2000.0
30.0,30.0,0.07060000000000001,141.2,0.0,54.611000000000004,2000.0
30.5,30.5,0.045899999999999996,91.8,0.0,53.9884,2000.0
31.0,31.0,0.0301,60.2,0.0,52.8067,2000.0
31.5,31.5,0.018000000000000002,36.0,0.0,52.308200000000014,2000.0
32.0,32.0,0.0099,19.8,0.0,51.563300000000005,2000.0
32.5,32.5,0.0067,13.4,0.0,51.4246,2000.0
33.0,33.0,0.0041,8.2,0.0,50.829899999999995,2000.0
33.5,33.5,0.0020000000000000005,4.0,0.0,51.463,2000.0
34.0,34.0,0.0017000000000000001,3.4,0.0,51.578100000000006,2000.0
34.5,34.5,0.0006000000000000001,1.2,0.0,51.1025,2000.0
35.0,35.0,0.0008,1.6,0.0,51.4327,2000.0
35.5,35.5,0.00030000000000000003,0.6,0.0,51.05630000000001,2000.0
36.0,36.0,0.0002,0.4,0.0,51.49589999999999,2000.0
36.5,36.5,0.0,0.0,,50.61909999999999,2000.0
37.0,37.0,0.0,0.0,,51.319399999999995,2000.0
37.5,37.5,0.0,0.0,,51.0353,2000.0
38.0,38.0,0.0,0.0,,51.9086,2000.0
38.5,38.5,0.0,0.0,,50.9637,2000.0
39.0,39.0,0.0,0.0,,51.715599999999995,2000.0
39.5,39.5,0.0,0.0,,51.7032,2000.0
40.0,40.0,0.0,0.0,,50.7525,2000.0
40.5,40.5,0.0,0.0,,51.0433,2000.0
41.0,41.0,0.0,0.0,,51.1648,2000.0
41.5,41.5,0.0,0.0,,50.7571,2000.0
42.0,42.0,0.0,0.0,,51.245400000000004,2000.0
42.5,42.5,0.0,0.0,,51.0512,2000.0
43.0,43.0,0.0,0.0,,51.806999999999995,2000.0
43.5,43.5,0.0,0.0,,51.301300000000005,2000.0
44.0,44.0,0.0,0.0,,51.324,2000.0
44.5,44.5,0.0,0.0,,51.0341,2000.0
45.0,45.0,0.0,0.0,,51.519499999999994,2000.0
