index,Gend,Complete probability,Complete samples,Error,Mean length,Total samples
0.0,0.0,0.0097,19.4,0.0,51.11030000000001,2000.0
0.5,0.5,0.0162,32.4,0.0,51.870700000000014,2000.0
1.0,1.0,0.022400000000000003,44.8,0.0,51.82539999999999,2000.0
1.5,1.5,0.042699999999999995,85.4,0.0,52.82469999999999,2000.0
2.0,2.0,0.07270000000000001,145.4,0.0,54.158,2000.0
2.5,2.5,0.1115,223.0,0.0,56.30650000000001,2000.0
3.0,3.0,0.1658,331.6,0.0,58.8215,2000.0
3.5,3.5,0.2531,506.2,0.0,63.78280000000001,2000.0
4.0,4.0,0.35760000000000003,715.2,0.0,67.95379999999999,2000.0
4.5,4.5,0.4756,951.2,0.0,74.3045,2000.0
5.0,5.0,0.5861,1172.2,0.0,79.7576,2000.0
5.5,5.5,0.675,1350.0,0.0,83.8663,2000.0
6.0,6.0,0.7233,1446.6,0.0,85.83600000000001,2000.0
6.5,6.5,0.737,1474.0,0.0,85.9007,2000.0
7.0,7.0,0.7255,1451.0,0.0,84.74520000000001,2000.0
7.5,7.5,0.72,1440.0,0.0,83.744,2000.0
8.0,8.0,0.7134,1426.8,0.0,83.1437,2000.0
8.5,8.5,0.7032,1406.4,0.0,82.12589999999999,2000.0
9.0,9.0,0.6918000000000001,1383.6,0.0,80.4284,2000.0
9.5,9.5,0.6858000000000001,1371.6,0.0,79.6693,2000.0
10.0,10.0,0.6580999999999999,1316.2,0.0,77.08720000000001,2000.0
10.5,10.5,0.6318999999999999,1263.8,0.0,74.83070000000001,2000.0
11.0,11.0,0.6181000000000001,1236.2,0.0,72.8916,2000.0
11.5,11.5,0.6087,1217.4,0.0,70.97720000000001,2000.0
12.0,12.0,0.5927,1185.4,0.0,69.2569,2000.0
12.5,12.5,0.5837,1167.4,0.0,68.6203,2000.0
13.0,13.0,0.5976999999999999,1195.4,0.0,70.15189999999998,2000.0
13.5,13.5,0.6547,1309.4,0.0,76.4864,2000.0
14.0,14.0,0.7032,1406.4,0.0,82.9212,2000.0
14.5,14.5,0.6847000000000001,1369.4,0.0,83.52090000000001,2000.0
15.0,15.0,0.5954,1190.8,0.0,79.7105,2000.0
15.5,15.5,0.4763,952.6,0.0,73.758,2000.0
16.0,16.0,0.36550000000000005,731.0,0.0,69.0846,2000.0
16.5,16.5,0.24969999999999998,499.4,0.0,63.5347,2000.0
17.0,17.0,0.1696,339.2,0.0,59.5357,2000.0
17.5,17.5,0.10969999999999999,219.4,0.0,55.951600000000006,2000.0
18.0,18.0,0.0679,135.8,0.0,53.75329999999999,2000.0
18.5,18.5,0.0414,82.8,0.0,52.573800000000006,2000.0
19.0,19.0,0.0262,52.4,0.0,51.981500000000004,2000.0
19.5,19.5,0.016,32.0,0.0,51.74860000000001,2000.0
20.0,20.0,0.0115,23.0,0.0,51.1953,2000.0
20.5,20.5,0.0054,10.8,0.0,51.088800000000006,2000.0
21.0,21.0,0.004200000000000001,8.4,0.0,50.7386,2000.0
21.5,21.5,0.0018,3.6,0.0,50.5218,2000.0
22.0,22.0,0.0014,2.8,0.0,50.79750000000001,2000.0
22.5,22.5,0.0011,2.2,0.0,51.248400000000004,2000.0
23.0,23.0,0.0005,1.0,0.0,50.7661,2000.0
23.5,23.5,0.0002,0.4,0.0,50.5924,2000.0
24.0,24.0,0.00030000000000000003,0.6,0.0,51.34780000000001,2000.0
24.5,24.5,0.0001,0.2,0.0,50.860099999999996,2000.0
25.0,25.0,0.0001,0.2,0.0,50.7239,2000.0
25.5,25.5,0.0,0.0,,50.5988,2000.0
26.0,26.0,0.0001,0.2,0.0,50.887800000000006,2000.0
26.5,26.5,0.0,0.0,,50.7826,2000.0
27.0,27.0,0.0,0.0,,50.7999,2000.0
27.5,27.5,0.0,0.0,,51.0678,2000.0
28.0,28.0,0.0,0.0,,50.714,2000.0
28.5,28.5,0.0,0.0,,50.5906,2000.0
29.0,29.0,0.0,0.0,,50.25349999999999,2000.0
29.5,29.5,0.0,0.0,,50.682100000000005,2000.0
30.0,30.0,0.0,0.0,,50.721,2000.0
30.5,30.5,0.0,0.0,,50.63029999999999,2000.0
31.0,31.0,0.0,0.0,,50.9634,2000.0
31.5,31.5,0.0,0.0,,50.957100000000004,2000.0
32.0,32.0,0.0,0.0,,50.390499999999996,2000.0
32.5,32.5,0.0,0.0,,51.197300000000006,2000.0
33.0,33.0,0.0,0.0,,50.57189999999999,2000.0
